timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,altitude@m,enhanced_speed@km/h,speed@km/h,heart_rate@bpm,temperature@C
2019-09-16T09:16:02+00:00,-37.819764940068126,144.94291126728058,0.0007,107.20000000000005,107.20000000000005,0.7092,0.7092,89,28
2019-09-16T09:16:03+00:00,-37.819766867905855,144.94290347211063,0.00139,106.79999999999995,106.79999999999995,0.7092,0.7092,88,28
2019-09-16T09:16:28+00:00,-37.81986594200134,144.94269845075905,0.00139,107.20000000000005,107.20000000000005,6.2172,6.2172,112,28
2019-09-16T09:16:29+00:00,-37.81985412351787,144.94268889538944,0.0029100000000000003,107.20000000000005,107.20000000000005,6.6852,6.6852,111,28
2019-09-16T09:16:30+00:00,-37.81982931308448,144.9426755681634,0.005889999999999999,107.0,107.0,8.600399999999999,8.600399999999999,110,28
2019-09-16T09:16:32+00:00,-37.8197212703526,144.94264346547425,0.01728,107.0,107.0,11.5236,11.5236,109,28
2019-09-16T09:16:33+00:00,-37.81970467418432,144.942682441324,0.02115,107.20000000000005,107.20000000000005,14.644799999999998,14.644799999999998,109,28
2019-09-16T09:16:34+00:00,-37.81969444826245,144.9427369236946,0.02605,107.20000000000005,107.20000000000005,16.3944,16.3944,108,28
2019-09-16T09:16:36+00:00,-37.81968682073057,144.94283247739077,0.03444,107.0,107.0,17.4348,17.4348,109,28
2019-09-16T09:16:37+00:00,-37.819688161835074,144.94287841022015,0.03846,107.0,107.0,17.4348,17.4348,107,28
2019-09-16T09:16:38+00:00,-37.81968941912055,144.94293054565787,0.04301,107.0,107.0,17.1648,17.1648,101,28
2019-09-16T09:16:39+00:00,-37.81968464143574,144.94298653677106,0.04796,107.0,107.0,17.1648,17.1648,98,28
2019-09-16T09:16:40+00:00,-37.81968371942639,144.94304521009326,0.05312,107.0,107.0,18.81,18.81,95,28
2019-09-16T09:16:41+00:00,-37.81967860646546,144.9430986866355,0.05786,107.0,107.0,19.4832,19.4832,93,27
2019-09-16T09:16:43+00:00,-37.819664189592004,144.94320304132998,0.06719,107.0,107.0,18.6768,18.6768,91,27
2019-09-16T09:16:46+00:00,-37.81964004971087,144.94335986673832,0.08125,107.0,107.0,16.761599999999998,16.761599999999998,91,27
2019-09-16T09:16:48+00:00,-37.81962085515261,144.94347008876503,0.09118000000000001,107.20000000000005,107.20000000000005,18.172800000000002,18.172800000000002,94,27
2019-09-16T09:16:50+00:00,-37.81959897838533,144.94357477873564,0.10071,107.20000000000005,107.20000000000005,17.3664,17.3664,97,27
2019-09-16T09:16:52+00:00,-37.819569474086165,144.94368474930525,0.11093,106.79999999999995,106.79999999999995,18.072,18.072,101,27
2019-09-16T09:16:53+00:00,-37.81955321319401,144.9437419977039,0.11629,107.0,107.0,18.241200000000003,18.241200000000003,104,27
2019-09-16T09:16:54+00:00,-37.81953435391188,144.94380159303546,0.12193999999999999,107.0,107.0,18.3744,18.3744,103,27
2019-09-16T09:16:57+00:00,-37.81950996257365,144.9440060276538,0.14022,107.0,107.0,20.556,20.556,108,26
2019-09-16T09:16:59+00:00,-37.8194968868047,144.9441619310528,0.15402000000000002,107.0,107.0,20.3904,20.3904,111,26
2019-09-16T09:17:04+00:00,-37.819374427199364,144.94442973285913,0.18581999999999999,107.20000000000005,107.20000000000005,19.8504,19.8504,112,26
2019-09-16T09:17:07+00:00,-37.8193398937583,144.94461321271956,0.20242,107.60000000000002,107.60000000000002,19.2132,19.2132,112,26
2019-09-16T09:17:10+00:00,-37.8193137422204,144.94481085799634,0.22003,107.60000000000002,107.60000000000002,19.450799999999997,19.450799999999997,115,26
2019-09-16T09:17:15+00:00,-37.81925314106047,144.9451027996838,0.24665,107.39999999999998,107.39999999999998,17.568,17.568,115,25
2019-09-16T09:17:16+00:00,-37.819233695045114,144.94515862315893,0.25202,107.39999999999998,107.39999999999998,18.7776,18.7776,114,25
2019-09-16T09:17:18+00:00,-37.819206370040774,144.94527689181268,0.26289,107.39999999999998,107.39999999999998,18.2052,18.2052,117,25
2019-09-16T09:17:20+00:00,-37.819190779700875,144.94540454819798,0.27426999999999996,107.20000000000005,107.20000000000005,18.2052,18.2052,116,25
2019-09-16T09:17:21+00:00,-37.81918457709253,144.94547478854656,0.2804,106.79999999999995,106.79999999999995,17.568,17.568,116,25
2019-09-16T09:17:23+00:00,-37.819164879620075,144.9456199631095,0.29322000000000004,106.39999999999998,106.39999999999998,18.0396,18.0396,118,25
2019-09-16T09:17:24+00:00,-37.81914660707116,144.94568592868745,0.29936,106.0,106.0,18.1404,18.1404,118,25
2019-09-16T09:17:26+00:00,-37.81911559402943,144.94581861421466,0.31149,106.0,106.0,18.9468,18.9468,117,25
2019-09-16T09:17:27+00:00,-37.81910201534629,144.94588910602033,0.31788,106.20000000000005,106.20000000000005,19.6848,19.6848,118,25
2019-09-16T09:17:30+00:00,-37.819057423621416,144.94608264416456,0.33561,107.0,107.0,20.592,20.592,118,25
2019-09-16T09:17:31+00:00,-37.81904887408018,144.94612933136523,0.33982999999999997,107.20000000000005,107.20000000000005,19.717200000000002,19.717200000000002,118,25
2019-09-16T09:17:34+00:00,-37.81905801035464,144.94625841267407,0.35117000000000004,107.60000000000002,107.60000000000002,12.1248,12.1248,119,24
2019-09-16T09:17:38+00:00,-37.819048622623086,144.9463615939021,0.35927,107.60000000000002,107.60000000000002,5.6772,5.6772,119,24
2019-09-16T09:17:39+00:00,-37.81903672032058,144.94637358002365,0.3609,107.60000000000002,107.60000000000002,6.0804,6.0804,118,24
2019-09-16T09:17:41+00:00,-37.81879322603345,144.94627182371914,0.38786000000000004,107.39999999999998,107.39999999999998,6.0804,6.0804,117,24
2019-09-16T09:17:42+00:00,-37.81875357963145,144.94626151397824,0.39233999999999997,107.39999999999998,107.39999999999998,7.9596,7.9596,116,24
2019-09-16T09:17:46+00:00,-37.8185523301363,144.94616302661598,0.41631999999999997,107.20000000000005,107.20000000000005,17.3664,17.3664,114,24
2019-09-16T09:17:51+00:00,-37.81828310340643,144.94604710489511,0.44797000000000003,107.20000000000005,107.20000000000005,21.06,21.06,111,24
2019-09-16T09:17:54+00:00,-37.81812284141779,144.94599564000964,0.46632,106.79999999999995,106.79999999999995,20.9592,20.9592,114,24
2019-09-16T09:17:57+00:00,-37.81796928495169,144.9459397327155,0.48405000000000004,106.39999999999998,106.39999999999998,20.5236,20.5236,114,24
2019-09-16T09:18:00+00:00,-37.81779997050762,144.94587066583335,0.50384,106.20000000000005,106.20000000000005,21.499200000000002,21.499200000000002,117,24
