timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,heart_rate@bpm,cadence@rpm,temperature@C,activity_type,fractional_cadence@rpm
2020-07-15T06:09:27+00:00,-37.82163569703698,144.94224540889263,0.00267,9.615599999999999,9.0,113.2,36.75,273.0,11.81,48.59,875.0,100,82,29,running,0.5
2020-07-15T06:09:28+00:00,-37.82164206728339,144.9422361049801,0.0054,9.813600000000001,8.800000000000011,113.2,36.25,270.0,10.62,48.81,1231.0,102,82,29,running,0.0
2020-07-15T06:09:29+00:00,-37.821650533005595,144.94224264286458,0.008199999999999999,10.101600000000001,9.199999999999989,113.2,36.25,270.0,9.84,48.81,1238.0,105,82,29,running,0.0
2020-07-15T06:09:31+00:00,-37.821642737835646,144.9422844685614,0.014410000000000001,11.3796,9.0,113.2,36.25,270.0,9.56,48.9,1208.0,108,82,28,running,0.0
2020-07-15T06:09:32+00:00,-37.82163234427571,144.94229544885457,0.01783,12.294,9.199999999999989,110.2,34.75,254.0,9.46,48.9,1214.0,109,82,28,running,0.5
2020-07-15T06:09:35+00:00,-37.82155900262296,144.94238681159914,0.02838,12.798,9.0,111.2,34.75,252.0,9.06,49.0,1213.0,112,82,28,running,0.5
2020-07-15T06:09:38+00:00,-37.821507370099425,144.94246887043118,0.03911,12.8664,9.199999999999989,110.2,34.5,250.0,9.06,49.0,1217.0,114,83,28,running,0.0
2020-07-15T06:09:40+00:00,-37.82148306258023,144.9425341654569,0.04628,12.9672,9.399999999999977,108.2,34.75,251.0,9.06,49.0,1217.0,115,83,28,running,0.0
2020-07-15T06:09:43+00:00,-37.82144400291145,144.94262049905956,0.05715,13.100399999999999,9.600000000000023,106.2,35.0,251.0,8.87,48.68,1166.0,118,83,28,running,0.5
2020-07-15T06:09:46+00:00,-37.82137669622898,144.94271596893668,0.06813,13.2012,9.800000000000011,107.2,35.0,250.0,8.87,48.68,1166.0,120,83,28,running,0.5
2020-07-15T06:09:47+00:00,-37.82135423272848,144.94275745935738,0.0718,13.2012,10.0,105.2,35.25,252.0,8.87,48.68,1166.0,120,83,28,running,0.5
2020-07-15T06:09:50+00:00,-37.821292374283075,144.94286499917507,0.08284,13.2696,10.0,104.2,35.5,253.0,8.68,48.9,1180.0,123,84,28,running,0.5
2020-07-15T06:09:51+00:00,-37.821279130876064,144.9428907316178,0.08653,13.2696,9.800000000000011,104.2,35.5,253.0,8.68,48.9,1199.0,123,84,28,running,0.5
2020-07-15T06:09:52+00:00,-37.82125432044268,144.94292040355504,0.09023,13.3344,9.800000000000011,104.2,35.5,253.0,8.78,48.9,1207.0,123,84,28,running,0.5
2020-07-15T06:09:55+00:00,-37.82123487442732,144.9430262669921,0.10133,13.2696,9.800000000000011,104.2,35.5,253.0,8.78,48.9,1196.0,125,84,28,running,0.5
2020-07-15T06:09:57+00:00,-37.821247950196266,144.9431571085006,0.10865000000000001,13.1688,9.800000000000011,105.2,35.25,252.0,8.68,48.9,1168.0,125,83,28,running,0.5
2020-07-15T06:10:01+00:00,-37.821274269372225,144.94332063943148,0.12323999999999999,13.132800000000001,9.600000000000023,102.5,35.5,255.0,8.46,49.0,1184.0,127,84,27,running,0.0
2020-07-15T06:10:05+00:00,-37.82130025327206,144.94346246123314,0.13791,13.2012,9.199999999999989,101.5,35.5,254.0,8.37,49.0,1171.0,130,84,27,running,0.0
2020-07-15T06:10:06+00:00,-37.821306539699435,144.94349783286452,0.14157,13.2012,9.199999999999989,99.5,36.5,258.0,8.37,49.0,1171.0,130,84,27,running,0.5
2020-07-15T06:10:11+00:00,-37.82135456800461,144.94372473098338,0.16006,13.3704,9.399999999999977,101.5,35.75,252.0,8.28,49.0,1154.0,133,84,27,running,0.5
2020-07-15T06:10:12+00:00,-37.821358842775226,144.9437768664211,0.16379,13.435200000000002,9.600000000000023,101.5,35.75,252.0,8.59,49.0,1163.0,134,84,27,running,0.5
2020-07-15T06:10:13+00:00,-37.82136186026037,144.94382799603045,0.16754,13.5036,10.0,103.5,35.5,250.0,8.59,49.0,1163.0,135,85,27,running,0.0
2020-07-15T06:10:17+00:00,-37.82132682390511,144.94409420527518,0.18284,13.9068,10.399999999999977,102.5,35.25,250.0,8.37,49.0,1197.0,135,85,27,running,0.0
2020-07-15T06:10:23+00:00,-37.8213220462203,144.94443300180137,0.20621,14.04,9.800000000000011,99.5,35.75,251.0,7.5,49.09,1313.0,137,85,27,running,0.0
2020-07-15T06:10:24+00:00,-37.82132766209543,144.94448756799102,0.21009999999999998,14.0076,9.800000000000011,101.5,36.0,252.0,7.5,49.09,1313.0,136,85,27,running,0.0
2020-07-15T06:10:26+00:00,-37.82135364599526,144.9445744883269,0.21788,14.0076,9.800000000000011,103.5,35.25,250.0,7.5,49.09,1313.0,136,84,27,running,0.0
2020-07-15T06:10:27+00:00,-37.82137803733349,144.94461773894727,0.22178,14.04,10.0,103.5,35.25,250.0,7.5,49.09,1313.0,136,84,27,running,0.0
2020-07-15T06:10:29+00:00,-37.82143394462764,144.94471890851855,0.2296,14.1084,10.0,103.5,35.25,250.0,7.5,49.21,1313.0,135,84,26,running,0.0
2020-07-15T06:10:33+00:00,-37.82147392630577,144.94492770172656,0.24534999999999998,14.209200000000001,10.199999999999989,98.5,35.5,249.0,7.4,49.21,1298.0,136,86,26,running,0.0
2020-07-15T06:10:37+00:00,-37.821507789194584,144.94517723098397,0.26121,14.277600000000001,10.0,98.5,35.5,249.0,7.4,49.31,1298.0,139,85,26,running,0.5
2020-07-15T06:10:42+00:00,-37.821498066186905,144.94550496339798,0.28106,14.31,10.399999999999977,100.5,34.75,242.0,7.21,49.28,1353.0,139,86,26,running,0.0
2020-07-15T06:10:44+00:00,-37.821498569101095,144.94561929255724,0.28902999999999995,14.3424,10.399999999999977,98.5,35.5,249.0,7.03,49.28,1364.0,142,85,26,running,0.5
2020-07-15T06:10:50+00:00,-37.82153737731278,144.94592028670013,0.31295,14.378400000000001,10.199999999999989,96.5,35.0,244.0,6.71,49.37,1413.0,143,86,26,running,0.0
2020-07-15T06:10:55+00:00,-37.82151089049876,144.94612329639494,0.33277999999999996,14.209200000000001,10.0,93.7,36.0,250.0,6.53,49.34,1393.0,142,86,26,running,0.5
2020-07-15T06:11:01+00:00,-37.821519523859024,144.94648036547005,0.35602999999999996,13.7376,9.600000000000023,95.5,36.0,250.0,6.53,49.34,1393.0,143,86,26,running,0.5
2020-07-15T06:11:03+00:00,-37.821586076170206,144.94653166271746,0.36365,13.7052,9.199999999999989,96.5,36.0,250.0,6.53,49.06,1416.0,143,86,26,running,0.5
2020-07-15T06:11:06+00:00,-37.82168288715184,144.94659779593349,0.37507999999999997,13.7376,9.0,96.5,36.0,250.0,6.53,49.37,1440.0,142,86,25,running,0.5
2020-07-15T06:11:07+00:00,-37.821714067831635,144.94661992415786,0.37889,13.7376,9.0,95.5,36.0,250.0,6.53,49.37,1427.0,142,86,25,running,0.5
2020-07-15T06:11:13+00:00,-37.821897212415934,144.94677457027137,0.40216,14.1768,8.600000000000023,95.5,36.25,252.0,6.43,49.65,1451.0,141,86,25,running,0.0
2020-07-15T06:11:16+00:00,-37.82198103144765,144.9468671064824,0.41398,14.1768,9.199999999999989,96.5,36.0,250.0,6.43,49.65,1448.0,142,86,25,running,0.0
2020-07-15T06:11:19+00:00,-37.82207138836384,144.94693625718355,0.42581,14.209200000000001,10.0,98.5,35.75,251.0,6.43,49.65,1448.0,142,85,25,running,0.0
2020-07-15T06:11:20+00:00,-37.82209678553045,144.9469580501318,0.42976,14.209200000000001,10.0,98.5,35.75,251.0,6.53,49.75,1478.0,142,85,25,running,0.0
2020-07-15T06:11:21+00:00,-37.82211790792644,144.94697992689908,0.4337,14.1768,10.0,98.5,35.75,251.0,6.43,49.87,1478.0,141,85,25,running,0.0
2020-07-15T06:11:26+00:00,-37.8221630025655,144.94701982475817,0.45332,14.04,10.600000000000023,96.5,36.5,259.0,6.53,49.87,1449.0,142,85,25,running,0.0
2020-07-15T06:11:28+00:00,-37.82216032035649,144.9470423720777,0.4611,13.975200000000001,11.199999999999989,96.5,36.5,259.0,6.71,49.96,1288.0,144,85,25,running,0.0
