timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,altitude@m,enhanced_speed@km/h,speed@km/h,heart_rate@bpm,temperature@C
2019-09-20T08:07:10+00:00,-37.82039953395724,144.94328199885786,0.0,128.60000000000002,128.60000000000002,0.6732,0.6732,80,27
2019-09-20T08:07:11+00:00,-37.820398695766926,144.9432879500091,2.9999999999999997e-05,129.0,129.0,1.7712,1.7712,76,27
2019-09-20T08:07:21+00:00,-37.820590222254395,144.9434898700565,2.9999999999999997e-05,129.20000000000005,129.20000000000005,5.9472,5.9472,76,27
2019-09-20T08:07:22+00:00,-37.82062257640064,144.94345332495868,2.9999999999999997e-05,129.20000000000005,129.20000000000005,5.9472,5.9472,77,27
2019-09-20T08:07:23+00:00,-37.82064872793853,144.94344075210392,0.0020800000000000003,129.60000000000002,129.60000000000002,2.2176,2.2176,74,27
2019-09-20T08:07:24+00:00,-37.82067555002868,144.943430358544,0.0028,129.79999999999995,129.79999999999995,2.0484,2.0484,78,27
2019-09-20T08:07:29+00:00,-37.820788621902466,144.94346908293664,0.0028,129.39999999999998,129.39999999999998,6.6924,6.6924,77,27
2019-09-20T08:07:31+00:00,-37.8208109177649,144.94350403547287,0.00643,129.39999999999998,129.39999999999998,5.1048,5.1048,77,27
2019-09-20T08:07:36+00:00,-37.820916110649705,144.94357167743146,0.01779,129.20000000000005,129.20000000000005,12.999600000000001,12.999600000000001,77,27
2019-09-20T08:07:41+00:00,-37.82102859579027,144.94384073652327,0.044770000000000004,128.60000000000002,128.60000000000002,15.483600000000001,15.483600000000001,77,27
2019-09-20T08:07:42+00:00,-37.82104158774018,144.94391106069088,0.05109,128.60000000000002,128.60000000000002,16.9632,16.9632,76,27
2019-09-20T08:07:45+00:00,-37.821054831147194,144.94408247061074,0.06633,128.60000000000002,128.60000000000002,15.181199999999999,15.181199999999999,76,27
2019-09-20T08:07:50+00:00,-37.821077378466725,144.9443786032498,0.0928,128.60000000000002,128.60000000000002,5.2056,5.2056,77,27
2019-09-20T08:07:52+00:00,-37.82109632156789,144.944421434775,0.09506,128.60000000000002,128.60000000000002,1.8468,1.8468,76,27
2019-09-20T08:08:01+00:00,-37.82127401791513,144.9444775097072,0.09506,128.60000000000002,128.60000000000002,7.6932,7.6932,77,27
2019-09-20T08:08:02+00:00,-37.82129203900695,144.94450332596898,0.09809,128.60000000000002,128.60000000000002,9.6408,9.6408,76,27
2019-09-20T08:08:06+00:00,-37.82138742506504,144.94462762959301,0.11328,128.20000000000005,128.20000000000005,13.975200000000001,13.975200000000001,76,27
2019-09-20T08:08:08+00:00,-37.82142614945769,144.94468982331455,0.1202,128.20000000000005,128.20000000000005,12.898800000000001,12.898800000000001,80,27
2019-09-20T08:08:09+00:00,-37.82143042422831,144.9447375163436,0.12442,128.20000000000005,128.20000000000005,12.898800000000001,12.898800000000001,87,27
2019-09-20T08:08:10+00:00,-37.82144903205335,144.94477498345077,0.12816999999999998,128.20000000000005,128.20000000000005,14.4792,14.4792,91,27
