timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,heart_rate@bpm,cadence@rpm,temperature@C,activity_type,fractional_cadence@rpm
2021-06-20T03:33:03+00:00,-37.82124585472047,144.94326104409993,0.0,0.0,6.600000000000023,,,,8.46,49.37,899.0,97,0,27,running,0.0
2021-06-20T03:33:04+00:00,-37.821246944367886,144.94324260391295,0.0,0.0,6.600000000000023,105.2,36.0,264.0,8.46,49.0,899.0,99,82,27,running,0.5
2021-06-20T03:33:05+00:00,,,0.0,0.0,6.600000000000023,112.2,36.0,262.0,8.46,49.0,899.0,102,82,27,running,0.5
2021-06-20T03:33:07+00:00,-37.821218613535166,144.9432091601193,0.00323,12.5676,6.600000000000023,111.2,36.25,262.0,8.46,49.0,899.0,103,83,27,running,0.0
2021-06-20T03:33:10+00:00,-37.821070589125156,144.94307219982147,0.006849999999999999,14.2056,6.600000000000023,108.2,36.5,262.0,9.37,47.96,1317.0,106,83,27,running,0.5
2021-06-20T03:33:12+00:00,-37.82099414616823,144.9430722836405,0.01173,14.166,6.199999999999989,108.2,36.5,262.0,8.18,47.68,1400.0,109,83,27,running,0.5
2021-06-20T03:33:14+00:00,-37.82093295827508,144.9431013688445,0.01788,14.0832,6.199999999999989,105.2,37.0,265.0,7.9,47.78,1379.0,112,83,27,running,0.5
2021-06-20T03:33:16+00:00,-37.82088895328343,144.94314763695002,0.02411,14.0076,6.199999999999989,105.2,37.0,265.0,7.68,47.87,1366.0,115,83,27,running,0.5
2021-06-20T03:33:18+00:00,-37.820858443155885,144.94320664554834,0.03033,13.9068,6.199999999999989,105.2,37.0,268.0,7.68,47.87,1366.0,118,83,27,running,0.0
2021-06-20T03:33:19+00:00,-37.82084838487208,144.9432358983904,0.03313,13.874400000000001,6.199999999999989,105.2,37.0,268.0,7.59,47.96,1347.0,118,83,27,running,0.0
2021-06-20T03:33:22+00:00,-37.82082550227642,144.94331954978406,0.04095,13.741200000000001,6.199999999999989,105.2,37.0,268.0,7.68,48.18,1323.0,121,83,27,running,0.0
2021-06-20T03:33:24+00:00,-37.82084830105305,144.94338559918106,0.0461,13.572000000000001,7.0,105.2,37.0,268.0,7.9,48.18,1287.0,121,83,27,running,0.0
2021-06-20T03:33:27+00:00,-37.82084662467241,144.943475285545,0.05411,13.572000000000001,6.600000000000023,105.2,37.0,268.0,7.9,48.18,1254.0,123,83,26,running,0.0
2021-06-20T03:33:28+00:00,-37.820837991312146,144.94349925778806,0.056420000000000005,13.5396,7.0,105.2,37.0,268.0,7.9,48.18,1251.0,124,83,26,running,0.0
2021-06-20T03:33:29+00:00,-37.82083606347442,144.94352121837437,0.05835,13.406400000000001,7.0,100.5,37.25,268.0,7.9,48.18,1249.0,125,83,26,running,0.0
2021-06-20T03:33:31+00:00,-37.820862885564566,144.94355759583414,0.0627,13.338000000000001,6.800000000000011,100.5,37.0,267.0,8.09,48.31,1193.0,127,83,26,running,0.5
2021-06-20T03:33:35+00:00,-37.82093002460897,144.94362087920308,0.07206,13.3056,6.800000000000011,103.5,37.25,269.0,8.18,48.43,1192.0,129,83,26,running,0.0
2021-06-20T03:33:36+00:00,-37.82094360329211,144.94364082813263,0.07435,13.3056,7.0,103.5,37.25,269.0,9.15,48.62,1077.0,129,83,26,running,0.0
2021-06-20T03:33:38+00:00,-37.82095986418426,144.9436824861914,0.07742,13.3056,6.800000000000011,103.5,37.25,269.0,9.56,48.71,1043.0,129,83,26,running,0.0
2021-06-20T03:33:40+00:00,-37.820959612727165,144.9437197856605,0.07889,13.338000000000001,6.800000000000011,103.5,37.25,269.0,9.75,48.62,1015.0,130,83,26,running,0.0
2021-06-20T03:33:42+00:00,-37.820938155055046,144.94375037960708,0.08209000000000001,13.4712,6.0,103.5,37.25,269.0,10.03,48.43,988.0,133,83,26,running,0.0
2021-06-20T03:33:43+00:00,-37.82092331908643,144.94377175346017,0.08433,13.5936,6.0,103.5,37.25,269.0,10.15,48.43,980.0,133,83,26,running,0.0
2021-06-20T03:33:45+00:00,-37.82089926302433,144.9438069574535,0.08756,13.626000000000001,6.199999999999989,104.2,36.75,267.0,10.25,48.43,967.0,134,83,26,running,0.0
