timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,enhanced_speed@km/h
2020-07-28T04:56:22+00:00,,,0.0,7.600000000000023,70,0,29,0.0,
2020-07-28T04:56:24+00:00,,,0.0,8.0,66,0,29,0.0,
2020-07-28T04:56:28+00:00,-37.820639088749886,144.94412136264145,0.03269,8.199999999999989,66,0,29,0.0,0.0
2020-07-28T04:56:44+00:00,-37.820538925006986,144.94278889149427,0.03269,8.0,84,51,29,0.0,13.003200000000001
2020-07-28T04:56:45+00:00,-37.82051034271717,144.94278721511364,0.0365,8.0,84,71,29,0.0,13.741200000000001
2020-07-28T04:56:47+00:00,-37.82034957781434,144.94290431030095,0.046049999999999994,7.800000000000011,86,77,29,0.0,19.62
2020-07-28T04:56:49+00:00,-37.8202619869262,144.943041857332,0.057409999999999996,7.600000000000023,89,84,29,0.0,20.7936
2020-07-28T04:56:50+00:00,-37.820235416293144,144.94310488924384,0.06321,7.600000000000023,90,86,29,0.0,20.8944
2020-07-28T04:56:53+00:00,-37.82020105049014,144.94330001994967,0.08225,7.399999999999977,93,89,29,0.0,23.5152
2020-07-28T04:56:55+00:00,-37.820175820961595,144.94343253783882,0.09555,7.399999999999977,96,82,29,0.0,24.1524
2020-07-28T04:56:57+00:00,-37.82013852149248,144.94357461109757,0.10903,7.399999999999977,97,85,29,0.0,24.386400000000002
2020-07-28T04:57:00+00:00,-37.82004355452955,144.94381592608988,0.13007,7.399999999999977,98,77,29,0.0,26.0352
2020-07-28T04:57:03+00:00,-37.81996979378164,144.94404952973127,0.15209999999999999,7.199999999999989,98,70,29,0.0,26.773200000000003
2020-07-28T04:57:06+00:00,-37.81991019845009,144.9443049263209,0.17476,7.399999999999977,98,70,29,0.0,27.511200000000002
2020-07-28T04:57:08+00:00,-37.81985932029784,144.94446711614728,0.19005000000000002,7.399999999999977,98,69,29,0.0,27.511200000000002
2020-07-28T04:57:09+00:00,-37.81979260034859,144.94453920051455,0.19769,7.399999999999977,98,70,29,0.0,27.511200000000002
2020-07-28T04:57:12+00:00,-37.819558745250106,144.9447510112077,0.22041,7.600000000000023,98,74,28,0.0,27.1764
2020-07-28T04:57:14+00:00,-37.819498060271144,144.9448857922107,0.23546,7.800000000000011,98,68,28,0.0,27.1404
