timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,altitude@m,enhanced_speed@km/h,speed@km/h,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm
2020-01-16T01:32:53+00:00,-37.76953990571201,144.99761743471026,0.0,60.60000000000002,60.60000000000002,8.172,8.172,98,0,27,0.0
2020-01-16T01:32:54+00:00,-37.769552478566766,144.99764249660075,0.00227,60.60000000000002,60.60000000000002,8.172,8.172,98,0,27,0.0
2020-01-16T01:32:57+00:00,-37.76961676776409,144.9976217932999,0.01142,60.200000000000045,60.200000000000045,12.535200000000001,12.535200000000001,94,0,27,0.0
2020-01-16T01:33:00+00:00,-37.769734198227525,144.99759312719107,0.02404,60.60000000000002,60.60000000000002,16.700400000000002,16.700400000000002,91,71,27,0.0
2020-01-16T01:33:09+00:00,-37.77013208717108,144.9974726792425,0.06887,61.200000000000045,61.200000000000045,18.309600000000003,18.309600000000003,89,75,27,0.0
2020-01-16T01:33:10+00:00,-37.77017659507692,144.99745767563581,0.07395,61.60000000000002,61.60000000000002,18.309600000000003,18.309600000000003,88,74,27,0.0
2020-01-16T01:33:17+00:00,-37.770472979173064,144.99738081358373,0.10928,61.39999999999998,61.39999999999998,17.9424,17.9424,89,73,26,0.0
2020-01-16T01:33:18+00:00,-37.77051631361246,144.99737477861345,0.11426,61.60000000000002,61.60000000000002,17.9424,17.9424,89,72,26,0.0
2020-01-16T01:33:19+00:00,-37.77055528946221,144.99737477861345,0.11924,61.60000000000002,61.60000000000002,17.9424,17.9424,92,71,26,0.0
2020-01-16T01:33:21+00:00,-37.770635671913624,144.99736044555902,0.129,61.799999999999955,61.799999999999955,17.3988,17.3988,91,70,26,0.0
2020-01-16T01:33:22+00:00,-37.77067221701145,144.99734862707555,0.13383,61.799999999999955,61.799999999999955,17.3664,17.3664,91,71,26,0.0
2020-01-16T01:33:23+00:00,-37.77071027085185,144.99733379110694,0.13862,62.0,62.0,17.269199999999998,17.269199999999998,94,72,26,0.0
2020-01-16T01:33:28+00:00,-37.77085494250059,144.99722172506154,0.16040000000000001,62.39999999999998,62.39999999999998,15.4872,15.4872,94,71,26,0.0
2020-01-16T01:33:30+00:00,-37.77085301466286,144.99711544252932,0.16998,62.60000000000002,62.60000000000002,17.298,17.298,96,78,26,0.0
2020-01-16T01:33:31+00:00,-37.770841866731644,144.99704863876104,0.17506,62.799999999999955,62.799999999999955,18.306,18.306,96,78,26,0.0
2020-01-16T01:33:32+00:00,-37.770827785134315,144.9969805777073,0.18042,62.60000000000002,62.60000000000002,19.2816,19.2816,95,80,26,0.0
2020-01-16T01:33:33+00:00,-37.7708147931844,144.9969126842916,0.18612,62.200000000000045,62.200000000000045,20.5236,20.5236,100,82,26,0.0
2020-01-16T01:33:36+00:00,-37.770783780142665,144.99670196324587,0.20385,62.0,62.0,21.5316,21.5316,103,57,26,0.0
2020-01-16T01:33:37+00:00,-37.77077816426754,144.99663557857275,0.20983000000000002,61.799999999999955,61.799999999999955,21.5316,21.5316,103,69,26,0.0
2020-01-16T01:33:39+00:00,-37.7707614004612,144.99649409204721,0.22188,61.39999999999998,61.39999999999998,21.8016,21.8016,103,82,26,0.0
2020-01-16T01:33:45+00:00,-37.77071722783148,144.99606904573739,0.25922,60.799999999999955,60.799999999999955,22.338,22.338,100,71,26,0.0
