timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,temperature@C
2021-05-19T11:36:27+00:00,-37.80209111049771,144.98690804466605,0.00087,2.9232000000000005,29.399999999999977,77,29
2021-05-19T11:36:28+00:00,-37.80209387652576,144.9869066197425,0.0009,3.528,29.399999999999977,76,29
2021-05-19T11:36:38+00:00,-37.80224793590605,144.98691248707473,0.0009,10.9512,29.799999999999955,79,29
2021-05-19T11:36:39+00:00,-37.80228682793677,144.9868989083916,0.00534,11.4552,30.0,78,29
2021-05-19T11:36:41+00:00,-37.80234105885029,144.9868706613779,0.01157,10.314000000000002,30.200000000000045,78,29
2021-05-19T11:36:43+00:00,-37.802353547886014,144.9868579208851,0.01333,7.02,30.200000000000045,78,29
2021-05-19T11:36:45+00:00,-37.80236612074077,144.9868317693472,0.01576,8.632800000000001,30.399999999999977,81,29
2021-05-19T11:36:46+00:00,-37.80238154344261,144.98680846765637,0.0184,9.0036,30.399999999999977,81,29
2021-05-19T11:36:48+00:00,-37.80240400694311,144.98674099333584,0.02488,13.2012,30.399999999999977,82,29
2021-05-19T11:36:50+00:00,-37.80240559950471,144.9866478703916,0.03313,15.3828,30.399999999999977,82,29
2021-05-19T11:36:52+00:00,-37.80239453539252,144.9865968246013,0.03778,16.3584,30.600000000000023,81,29
2021-05-19T11:36:53+00:00,-37.80238120816648,144.98654678463936,0.04243,16.3584,30.600000000000023,81,29
2021-05-19T11:36:54+00:00,-37.80236603692174,144.98647386208177,0.049030000000000004,17.1648,30.399999999999977,81,29
2021-05-19T11:36:58+00:00,-37.80234323814511,144.9862263444811,0.07096,20.322,30.600000000000023,83,29
2021-05-19T11:37:04+00:00,-37.80232203193009,144.9858119431883,0.10754999999999999,20.7936,30.799999999999955,82,29
2021-05-19T11:37:05+00:00,-37.80231666751206,144.98574497178197,0.11347,20.7936,30.799999999999955,82,29
2021-05-19T11:37:09+00:00,-37.80228741466999,144.98552494682372,0.13312000000000002,16.491600000000002,31.600000000000023,79,29
2021-05-19T11:37:11+00:00,-37.80227375216782,144.98542880639434,0.14173,15.318,32.0,79,29
2021-05-19T11:37:13+00:00,-37.80225908383727,144.98533400706947,0.15018,16.5276,32.200000000000045,78,29
