timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,enhanced_speed@km/h
2021-10-22T00:04:40+00:00,,,0.0,13.799999999999955,103,0.0,32,0.0,
2021-10-22T00:04:46+00:00,,,0.0,13.799999999999955,104,0.0,32,0.0,
2021-10-22T00:04:52+00:00,-37.82486004754901,144.94651657529175,0.0,14.200000000000045,108,59.0,32,0.0,0.0
2021-10-22T00:04:53+00:00,-37.824948728084564,144.9465222749859,0.0,14.200000000000045,108,0.0,32,0.0,15.2496
2021-10-22T00:04:54+00:00,-37.82491478137672,144.94649603962898,0.0035600000000000002,14.200000000000045,104,0.0,32,0.0,14.4432
2021-10-22T00:04:59+00:00,-37.824756279587746,144.94614575989544,0.043,13.399999999999977,104,62.0,32,0.0,23.511599999999998
2021-10-22T00:05:02+00:00,-37.82459878362715,144.9459429178387,0.06312,13.600000000000023,108,73.0,32,0.0,25.261200000000002
2021-10-22T00:05:03+00:00,-37.824587216600776,144.94587100110948,0.07026,14.0,108,77.0,32,0.0,25.6968
2021-10-22T00:05:05+00:00,-37.824557796120644,144.9457648023963,0.08474,14.399999999999977,111,61.0,32,0.0,25.9308
2021-10-22T00:05:10+00:00,-37.82447649165988,144.94538987986743,0.11123000000000001,14.399999999999977,113,65.0,32,0.0,27.309600000000003
2021-10-22T00:05:11+00:00,-37.8244736418128,144.9453134369105,0.11842,14.600000000000023,112,65.0,32,0.0,25.866
2021-10-22T00:05:14+00:00,-37.824426954612136,144.94508670642972,0.14034,14.0,110,66.0,32,0.0,27.4104
2021-10-22T00:05:20+00:00,-37.82433232292533,144.94454003870487,0.18766,13.600000000000023,111,39.0,32,0.0,28.249200000000002
2021-10-22T00:05:22+00:00,-37.824320336803794,144.94437013752759,0.20243,13.600000000000023,108,39.0,32,0.0,26.4708
2021-10-22T00:05:27+00:00,-37.82427214086056,144.94393603876233,0.23611000000000001,14.0,111,64.0,32,0.0,25.362000000000002
2021-10-22T00:05:29+00:00,-37.82424255274236,144.9437697418034,0.25163,14.0,105,65.0,32,0.0,27.8784
2021-10-22T00:05:30+00:00,-37.824210869148374,144.94368969462812,0.26003,14.0,102,68.0,32,0.0,30.2652
2021-10-22T00:05:31+00:00,-37.824157141149044,144.94362666271627,0.26799,14.200000000000045,103,73.0,32,0.0,28.62
2021-10-22T00:05:35+00:00,-37.823925130069256,144.94338165968657,0.30019,15.0,104,69.0,32,0.0,28.2816
2021-10-22T00:05:36+00:00,-37.82387316226959,144.94331452064216,0.30813999999999997,15.0,105,69.0,32,0.0,28.62
2021-10-22T00:05:37+00:00,-37.82382471486926,144.94324386119843,0.31609,15.0,108,69.0,32,0.0,28.62
2021-10-22T00:05:40+00:00,-37.82368850894272,144.94304579682648,0.33896,14.799999999999955,110,11.0,32,0.0,25.5276
2021-10-22T00:05:41+00:00,-37.82367425970733,144.9429734610021,0.34604,14.600000000000023,108,11.0,32,0.0,25.5276
2021-10-22T00:05:42+00:00,-37.82366847619414,144.94290431030095,0.35311000000000003,14.600000000000023,106,11.0,32,0.0,25.4268
2021-10-22T00:05:44+00:00,-37.82370359636843,144.942790819332,0.36868,14.600000000000023,106,62.0,32,0.0,27.309600000000003
2021-10-22T00:05:48+00:00,-37.82385304570198,144.9425611551851,0.39219,15.0,107,0.0,32,0.0,11.79
2021-10-22T00:05:51+00:00,-37.823970979079604,144.94240474887192,0.40287,16.0,106,17.0,31,0.0,11.8908
2021-10-22T00:05:52+00:00,-37.82399226911366,144.94236803613603,0.40573000000000004,16.200000000000045,103,17.0,31,0.0,10.278
2021-10-22T00:05:53+00:00,-37.82401121221483,144.942349428311,0.40788,16.200000000000045,97,17.0,31,0.0,7.7256
2021-10-22T00:06:30+00:00,-37.824041889980435,144.94232470169663,0.40788,15.600000000000023,78,0.0,31,0.0,9.54
2021-10-22T00:06:31+00:00,-37.8240661136806,144.94232377968729,0.41137999999999997,16.200000000000045,79,0.0,31,0.0,12.6288
2021-10-22T00:06:32+00:00,-37.824094193056226,144.94231690652668,0.41542,16.200000000000045,84,0.0,31,0.0,14.544
2021-10-22T00:06:33+00:00,-37.824126463383436,144.9422947783023,0.41988,16.200000000000045,88,0.0,31,0.0,16.0236
