timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,heart_rate@bpm,temperature@C,enhanced_speed@km/h
2021-05-12T09:06:39+00:00,,,0.0,4.199999999999989,75,30,
2021-05-12T09:06:40+00:00,,,0.0,4.399999999999977,77,30,
2021-05-12T09:06:44+00:00,,,0.0,4.0,81,30,
2021-05-12T09:06:45+00:00,,,0.0,3.8000000000000114,84,30,
2021-05-12T09:06:47+00:00,,,0.0,3.3999999999999773,87,30,
2021-05-12T09:06:49+00:00,,,0.0,3.1999999999999886,88,30,
2021-05-12T09:06:51+00:00,,,0.0,3.1999999999999886,88,30,0.0
2021-05-12T09:07:10+00:00,-37.81999636441469,144.9430968426168,0.0,2.8000000000000114,92,30,10.648800000000001
2021-05-12T09:07:12+00:00,-37.81989745795727,144.9430590402335,0.01105,3.1999999999999886,92,30,10.6128
2021-05-12T09:07:15+00:00,-37.81974666751921,144.94303892366588,0.02789,3.1999999999999886,92,30,9.306000000000001
2021-05-12T09:07:16+00:00,-37.81970123760402,144.94310170412064,0.03514,3.1999999999999886,91,30,9.306000000000001
2021-05-12T09:07:19+00:00,-37.81962697394192,144.94330286979675,0.054270000000000006,2.8000000000000114,88,29,14.8464
2021-05-12T09:07:20+00:00,-37.81961305998266,144.94337076321244,0.06044,2.8000000000000114,87,29,19.717200000000002
2021-05-12T09:07:26+00:00,-37.81953603029251,144.94376881979406,0.09652,3.3999999999999773,86,29,19.7496
2021-05-12T09:07:29+00:00,-37.81951113604009,144.94394634850323,0.11228,3.6000000000000227,83,29,21.765600000000003
2021-05-12T09:07:31+00:00,-37.81947341747582,144.9440746754408,0.12426999999999999,3.6000000000000227,79,29,22.4064
2021-05-12T09:07:34+00:00,-37.819418935105205,144.94426704011858,0.14225,3.6000000000000227,77,29,22.5396
2021-05-12T09:07:39+00:00,-37.81934844329953,144.94462058879435,0.17427,3.8000000000000114,80,29,23.3784
2021-05-12T09:07:41+00:00,-37.819296810775995,144.94476693682373,0.18833000000000003,4.0,80,29,23.58
2021-05-12T09:07:43+00:00,-37.8192534763366,144.94491152465343,0.20193,4.199999999999989,80,29,24.0516
2021-05-12T09:07:46+00:00,-37.8192119859159,144.94510942138731,0.21994999999999998,4.399999999999977,80,29,24.0516
2021-05-12T09:07:48+00:00,-37.81919203698635,144.94525350630283,0.23269,4.199999999999989,81,29,24.0516
2021-05-12T09:07:50+00:00,-37.81915817409754,144.94540278799832,0.24634,4.199999999999989,81,29,24.0516
2021-05-12T09:07:52+00:00,-37.81912355683744,144.9455518182367,0.26000999999999996,4.399999999999977,82,29,24.0516
2021-05-12T09:07:55+00:00,-37.81906681135297,144.94579271413386,0.2821,4.399999999999977,85,29,24.588
2021-05-12T09:07:56+00:00,-37.81903839670122,144.9458720907569,0.28973000000000004,4.399999999999977,86,29,27.342
2021-05-12T09:07:58+00:00,-37.818980142474174,144.94600829668343,0.30334,4.399999999999977,88,29,23.950799999999997
2021-05-12T09:08:00+00:00,-37.81893286854029,144.94614584371448,0.31651999999999997,4.199999999999989,89,29,24.5196
2021-05-12T09:08:02+00:00,-37.81888500787318,144.94628104381263,0.32946,4.0,88,29,20.7252
2021-05-12T09:08:08+00:00,-37.818799847736955,144.94658388197422,0.35771,3.8000000000000114,89,29,11.4876
2021-05-12T09:08:11+00:00,-37.8187526576221,144.94668815284967,0.36824,3.6000000000000227,90,29,11.4876
2021-05-12T09:08:13+00:00,-37.81870638951659,144.9467035755515,0.37332,3.6000000000000227,91,29,8.766
2021-05-12T09:08:16+00:00,-37.81860555522144,144.94665948674083,0.38514,3.6000000000000227,94,28,15.080400000000001
2021-05-12T09:08:17+00:00,-37.81856817193329,144.9466396216303,0.38965,3.6000000000000227,95,29,15.6528
2021-05-12T09:08:20+00:00,-37.81843305565417,144.9465748295188,0.40569,3.6000000000000227,98,28,18.5436
2021-05-12T09:08:22+00:00,-37.81833590939641,144.9465188384056,0.41754,3.8000000000000114,100,29,21.0276
2021-05-12T09:08:23+00:00,-37.818280002102256,144.94648111984134,0.42457,3.8000000000000114,101,29,21.834000000000003
2021-05-12T09:08:27+00:00,-37.81802410259843,144.94634323753417,0.45549,3.8000000000000114,104,29,25.6968
2021-05-12T09:08:28+00:00,-37.81795235350728,144.9463203549385,0.4637,3.6000000000000227,104,28,25.9668
2021-05-12T09:08:32+00:00,-37.8177198395133,144.94622245430946,0.4909,3.6000000000000227,107,29,25.2252
2021-05-12T09:08:34+00:00,-37.81762118451297,144.94617719203234,0.50255,3.6000000000000227,110,29,19.4148
2021-05-12T09:08:40+00:00,-37.81729705631733,144.94607090950012,0.5397799999999999,3.6000000000000227,107,28,22.4712
2021-05-12T09:08:41+00:00,-37.81724232248962,144.94604450650513,0.54626,3.6000000000000227,107,29,23.2452
2021-05-12T09:08:45+00:00,-37.81702841632068,144.9459461029619,0.57152,3.3999999999999773,109,29,23.0436
2021-05-12T09:08:50+00:00,-37.81678416766226,144.94583152234554,0.6004299999999999,3.6000000000000227,109,29,20.9952
2021-05-12T09:08:51+00:00,-37.81673890538514,144.94581065140665,0.60576,3.6000000000000227,109,29,20.9592
2021-05-12T09:08:57+00:00,-37.81649834476411,144.94568006135523,0.6347999999999999,3.6000000000000227,110,29,18.5436
2021-05-12T09:08:58+00:00,-37.81643967144191,144.9456379842013,0.6421699999999999,3.6000000000000227,110,29,18.4068
2021-05-12T09:09:01+00:00,-37.81631394289434,144.94556648656726,0.65743,3.6000000000000227,107,29,17.9028
2021-05-12T09:09:05+00:00,-37.81617974862456,144.94548576883972,0.67371,3.6000000000000227,105,29,15.2496
2021-05-12T09:09:08+00:00,-37.81610841862857,144.94545551016927,0.68187,3.6000000000000227,106,29,11.2536
2021-05-12T09:09:10+00:00,-37.81609274446964,144.94545777328312,0.68361,3.6000000000000227,105,29,3.6611999999999996
2021-05-12T09:09:11+00:00,-37.81609274446964,144.94545777328312,0.68361,3.6000000000000227,104,29,0.0
2021-05-12T09:09:30+00:00,-37.81599794514477,144.94544352404773,0.68361,3.1999999999999886,109,29,14.9472
2021-05-12T09:09:31+00:00,-37.81595192849636,144.94542382657528,0.689,3.1999999999999886,110,29,18.979200000000002
2021-05-12T09:09:35+00:00,-37.81572964042425,144.94530279189348,0.71585,3.3999999999999773,113,29,25.6968
2021-05-12T09:09:41+00:00,-37.81540459021926,144.9451545998454,0.7541599999999999,3.3999999999999773,114,29,23.9832
2021-05-12T09:09:42+00:00,-37.8153574001044,144.94513532146811,0.75967,3.3999999999999773,114,29,22.104
2021-05-12T09:09:45+00:00,-37.81526201404631,144.94508050382137,0.77127,3.3999999999999773,113,29,12.1248
2021-05-12T09:09:48+00:00,-37.815237203612924,144.9450565315783,0.7745599999999999,3.3999999999999773,112,29,3.5928
2021-05-12T09:10:18+00:00,-37.815148355439305,144.9450026359409,0.7745599999999999,3.0,106,29,16.3584
2021-05-12T09:10:19+00:00,-37.81510200351477,144.9449960142374,0.77973,3.1999999999999886,106,29,17.802000000000003
2021-05-12T09:10:22+00:00,-37.81495213508606,144.94503918103874,0.79677,3.3999999999999773,106,29,21.8016
2021-05-12T09:10:24+00:00,-37.81487334519625,144.94513867422938,0.80912,3.6000000000000227,106,29,23.58
