timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,enhanced_speed@km/h
2020-11-03T08:46:03+00:00,,,0.0,28.0,90,0,33,0.0,
2020-11-03T08:46:04+00:00,,,0.0,31.0,91,0,33,0.0,
2020-11-03T08:46:05+00:00,,,0.0,32.60000000000002,91,0,33,0.0,
2020-11-03T08:46:07+00:00,,,0.0,33.60000000000002,90,0,33,0.0,
2020-11-03T08:46:13+00:00,-37.80909385532141,144.88895771093667,0.0,34.0,86,0,33,0.0,0.0
2020-11-03T08:46:14+00:00,-37.809075666591525,144.8889525141567,0.0,34.0,83,0,33,0.0,0.0
2020-11-03T08:46:25+00:00,-37.80901330523193,144.8891322221607,0.0,34.39999999999998,82,0,33,0.0,8.5392
2020-11-03T08:46:26+00:00,-37.80901858583093,144.88916725851595,0.0027400000000000002,34.39999999999998,83,0,33,0.0,9.8496
2020-11-03T08:46:31+00:00,-37.809045407921076,144.88934436812997,0.018670000000000003,34.39999999999998,86,35,33,0.0,11.5596
2020-11-03T08:46:32+00:00,-37.80905144289136,144.8893820028752,0.02194,34.39999999999998,87,13,33,0.0,11.7612
2020-11-03T08:46:38+00:00,-37.80911263078451,144.8896108288318,0.04455,34.39999999999998,88,12,33,0.0,13.8096
2020-11-03T08:46:43+00:00,-37.8091424703598,144.889830769971,0.06545999999999999,34.39999999999998,92,46,33,0.0,14.85
2020-11-03T08:46:44+00:00,-37.809133836999536,144.88985784351826,0.0691,34.39999999999998,92,0,33,0.0,13.104000000000001
2020-11-03T08:46:46+00:00,-37.809108942747116,144.88989480771124,0.07488,34.39999999999998,93,0,33,0.0,9.2052
2020-11-03T08:46:48+00:00,-37.809047251939774,144.88991140387952,0.07998999999999999,34.60000000000002,93,48,33,0.0,9.2052
2020-11-03T08:46:50+00:00,-37.80895521864295,144.88992967642844,0.08847,34.799999999999955,94,84,33,0.0,17.0316
2020-11-03T08:46:52+00:00,-37.80884633772075,144.8899564985186,0.09954,35.0,94,69,33,0.0,20.692800000000002
2020-11-03T08:46:57+00:00,-37.80855942517519,144.89001743495464,0.13035,34.799999999999955,97,76,33,0.0,22.608
2020-11-03T08:46:58+00:00,-37.8085018415004,144.8900279123336,0.13663,34.799999999999955,98,76,33,0.0,22.608
2020-11-03T08:47:04+00:00,-37.808162374421954,144.89010200835764,0.17393,34.799999999999955,101,73,33,0.0,22.104
2020-11-03T08:47:06+00:00,-37.80805382877588,144.89012002944946,0.18631999999999999,35.0,103,74,33,0.0,22.3056
2020-11-03T08:47:07+00:00,-37.80799859203398,144.89012916572392,0.1926,35.0,106,74,33,0.0,22.608
2020-11-03T08:47:10+00:00,-37.80782642774284,144.89016076549888,0.21156999999999998,35.0,109,77,33,0.0,22.942800000000002
2020-11-03T08:47:13+00:00,-37.807655688375235,144.89019664004445,0.23074,35.200000000000045,112,76,33,0.0,23.011200000000002
2020-11-03T08:47:15+00:00,-37.80754504725337,144.89021566696465,0.24352000000000001,35.0,116,77,33,0.0,23.011200000000002
2020-11-03T08:47:16+00:00,-37.807487128302455,144.89022463560104,0.2499,34.799999999999955,116,77,33,0.0,22.942800000000002
2020-11-03T08:47:22+00:00,-37.807149421423674,144.8902963846922,0.28864,34.60000000000002,116,79,33,0.0,23.479200000000002
2020-11-03T08:47:23+00:00,-37.807092759758234,144.89031641744077,0.29517000000000004,34.60000000000002,116,78,33,0.0,23.511599999999998
2020-11-03T08:47:27+00:00,-37.806854294613004,144.89036209881306,0.32156999999999997,35.200000000000045,122,78,33,0.0,23.85
2020-11-03T08:47:28+00:00,-37.80680769123137,144.89036687649786,0.3282,35.39999999999998,122,78,33,0.0,23.85
2020-11-03T08:47:30+00:00,-37.80669973231852,144.8903807066381,0.34088999999999997,35.60000000000002,125,78,33,0.0,22.204800000000002
2020-11-03T08:47:31+00:00,-37.80665438622236,144.89039344713092,0.34689,35.799999999999955,125,0,33,0.0,21.6
2020-11-03T08:47:34+00:00,-37.80656377784908,144.89043552428484,0.36017,36.0,124,0,33,0.0,12.427200000000001
2020-11-03T08:47:38+00:00,-37.806479120627046,144.89061162807047,0.37653,36.0,121,71,33,0.0,18.846
2020-11-03T08:47:41+00:00,-37.80651742592454,144.8908336646855,0.3953,35.799999999999955,120,74,33,0.0,23.6808
2020-11-03T08:47:47+00:00,-37.80657643452287,144.89133314229548,0.43777999999999995,34.799999999999955,119,75,33,0.0,25.5636
2020-11-03T08:47:48+00:00,-37.806591521948576,144.89141260273755,0.44479,35.0,119,75,33,0.0,25.2252
2020-11-03T08:47:51+00:00,-37.80661725439131,144.89162659272552,0.46572,35.0,116,24,33,0.0,25.059600000000003
2020-11-03T08:47:53+00:00,-37.8066386282444,144.89179498516023,0.47958,34.60000000000002,114,74,33,0.0,24.9588
2020-11-03T08:47:57+00:00,-37.80668347142637,144.89209681749344,0.50758,34.200000000000045,111,75,33,0.0,25.2936
