timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,heart_rate@bpm,cadence@rpm,temperature@C,activity_type,fractional_cadence@rpm
2020-05-16T06:33:48+00:00,,,0.0025099999999999996,9.5616,4.800000000000011,108.2,38.5,293.0,8.59,49.15,1268.0,100.0,81.0,26,running,0.0
2020-05-16T06:33:49+00:00,,,0.00534,10.2024,4.800000000000011,112.2,37.5,285.0,8.59,49.15,1268.0,103.0,80.0,26,running,0.0
2020-05-16T06:33:52+00:00,,,0.01413,10.7892,4.800000000000011,116.0,37.5,281.0,8.59,49.06,1299.0,106.0,80.0,26,running,0.0
2020-05-16T06:33:54+00:00,,,0.02032,11.2248,4.800000000000011,115.0,37.25,280.0,8.59,49.06,1299.0,109.0,80.0,26,running,0.0
2020-05-16T06:33:58+00:00,,,0.033100000000000004,11.620800000000001,4.800000000000011,111.2,37.0,276.0,8.46,48.87,1285.0,112.0,80.0,26,running,0.5
2020-05-16T06:34:04+00:00,,,0.052520000000000004,11.6892,4.800000000000011,108.2,37.5,276.0,8.46,48.87,1285.0,114.0,81.0,26,running,0.5
2020-05-16T06:34:08+00:00,-37.820563819259405,144.94409102015197,0.06547,11.5884,4.800000000000011,105.2,37.75,278.0,8.0,48.75,1290.0,117.0,81.0,26,running,0.5
2020-05-16T06:34:14+00:00,-37.82056516036391,144.94407777674496,0.08456999999999999,11.556000000000001,4.600000000000023,103.5,38.25,281.0,8.18,48.56,1175.0,119.0,81.0,26,running,0.5
2020-05-16T06:34:15+00:00,-37.82058033160865,144.94409236125648,0.08778,11.556000000000001,4.600000000000023,103.5,38.25,281.0,8.0,48.56,1163.0,119.0,81.0,26,running,0.5
2020-05-16T06:34:17+00:00,-37.82059910707176,144.94413913227618,0.09417,11.4552,4.600000000000023,103.5,38.25,281.0,8.28,48.43,1158.0,121.0,81.0,26,running,0.5
2020-05-16T06:34:22+00:00,-37.82061520032585,144.944254970178,0.11026000000000001,11.6892,4.800000000000011,102.5,38.0,278.0,8.46,48.43,1164.0,123.0,82.0,25,running,0.5
2020-05-16T06:34:25+00:00,-37.82062182202935,144.94431247003376,0.11999,11.6568,4.800000000000011,102.5,37.75,276.0,8.59,48.53,1153.0,125.0,82.0,25,running,0.0
