timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,activity_type
2020-06-12T05:40:35+00:00,-37.784515265375376,145.00265948474407,0.0,0.0,37.60000000000002,117,0,20,0.0,,,,,,,
2020-06-12T05:40:37+00:00,-37.78451727703214,145.0026880670339,0.00257,0.0,37.60000000000002,120,0,20,0.0,,,,,,,
2020-06-12T05:40:38+00:00,-37.78451878577471,145.00272578559816,0.00588,0.0,36.39999999999998,122,0,20,0.0,,,,,,,
2020-06-12T05:40:39+00:00,-37.78451777994633,145.0027599837631,0.00889,0.0,37.60000000000002,129,0,20,0.0,,,,,,,
2020-06-12T05:40:40+00:00,-37.784519121050835,145.0027930084616,0.011810000000000001,0.0,36.799999999999955,132,0,20,0.0,,,,,,,
2020-06-12T05:40:41+00:00,-37.78452138416469,145.00287196598947,0.01877,0.0,35.60000000000002,133,93,20,0.0,,,,,,,
2020-06-12T05:40:43+00:00,-37.78448509052396,145.00300247222185,0.030719999999999997,4.2948,36.0,137,94,20,0.5,,,,,,,
2020-06-12T05:40:44+00:00,-37.784457597881556,145.0030549429357,0.03625,15.976799999999999,36.0,138,95,20,0.0,,,,,,,
2020-06-12T05:40:46+00:00,-37.784369587898254,145.0031411089003,0.04865,19.6596,36.0,141,95,20,0.0,,,,,,,
2020-06-12T05:40:48+00:00,-37.78427101671696,145.0032000336796,0.06075,19.5588,36.0,142,95,20,0.5,83.0,34.25,218.0,26.65,49.62,313.0,running
2020-06-12T05:40:50+00:00,-37.784182503819466,145.00323523767292,0.07108,19.0872,36.200000000000045,144,95,20,0.0,81.0,34.5,218.0,4.56,49.62,1764.0,running
2020-06-12T05:40:51+00:00,-37.78412223793566,145.0032438710332,0.07781,19.0872,36.39999999999998,147,95,20,0.0,80.0,34.25,217.0,4.56,49.62,1764.0,running
2020-06-12T05:40:52+00:00,-37.78407563455403,145.0032447092235,0.08298,19.0872,36.60000000000002,148,94,20,0.0,81.0,34.0,217.0,4.56,49.62,1764.0,running
2020-06-12T05:40:53+00:00,-37.78404101729393,145.00324596650898,0.08682,19.1556,36.799999999999955,150,94,20,0.5,81.0,33.75,216.0,4.56,49.62,1764.0,running
2020-06-12T05:40:54+00:00,-37.78400874696672,145.00324244610965,0.09040999999999999,19.188000000000002,37.0,150,94,20,0.0,81.0,33.75,215.0,4.56,49.62,1764.0,running
2020-06-12T05:40:55+00:00,-37.783976728096604,145.00323607586324,0.094,19.224,37.200000000000045,151,94,20,0.5,81.0,34.25,217.0,4.56,49.62,1764.0,running
2020-06-12T05:40:56+00:00,-37.78394630178809,145.00321889296174,0.09770000000000001,19.224,37.200000000000045,152,94,20,0.5,82.0,34.25,217.0,4.56,49.62,1764.0,running
2020-06-12T05:40:58+00:00,-37.78390363790095,145.00317681580782,0.10359,19.0224,37.39999999999998,154,94,20,0.5,80.0,34.75,221.0,4.46,49.43,1695.0,running
2020-06-12T05:40:59+00:00,-37.78387748636305,145.00314697623253,0.10751000000000001,18.8208,37.39999999999998,156,94,20,0.5,80.0,35.0,221.0,4.46,49.43,1664.0,running
2020-06-12T05:41:00+00:00,-37.783852089196444,145.00310657545924,0.11204,17.5788,37.60000000000002,154,95,20,0.0,79.0,35.25,223.0,4.46,49.43,1657.0,running
2020-06-12T05:41:01+00:00,-37.78382887132466,145.00305167399347,0.11753,16.6716,37.799999999999955,156,94,20,0.5,79.0,35.0,222.0,4.46,49.43,1657.0,running
2020-06-12T05:41:02+00:00,-37.7838199865073,145.00300959683955,0.12137,16.6716,37.799999999999955,155,94,20,0.0,79.0,35.25,224.0,4.46,49.43,1657.0,running
2020-06-12T05:41:03+00:00,-37.78381093405187,145.00295377336442,0.12639,16.6716,38.0,156,94,20,0.5,79.0,35.5,225.0,4.46,49.43,1657.0,running
2020-06-12T05:41:04+00:00,-37.783804312348366,145.00289359129965,0.13174,16.8372,38.0,159,94,20,0.5,79.0,35.25,224.0,4.46,49.43,1657.0,running
2020-06-12T05:41:08+00:00,-37.78377514332533,145.00265336595476,0.15314,17.4096,37.799999999999955,160,95,20,0.5,77.0,35.25,221.0,4.78,49.4,1565.0,running
2020-06-12T05:41:11+00:00,-37.783745136111975,145.00247265212238,0.16936,17.838,37.60000000000002,160,95,20,0.0,75.0,35.5,224.0,4.56,49.5,1592.0,running
2020-06-12T05:41:13+00:00,-37.78372032567859,145.0023320876062,0.18205000000000002,17.8452,37.39999999999998,162,95,20,0.0,75.0,35.5,224.0,4.56,49.5,1597.0,running
2020-06-12T05:41:15+00:00,-37.783699706196785,145.00221624970436,0.1925,17.870400000000004,37.39999999999998,165,95,20,0.0,77.0,35.75,226.0,4.56,49.37,1606.0,running
2020-06-12T05:41:17+00:00,-37.78367246501148,145.00209764577448,0.20334,18.0072,37.60000000000002,164,95,20,0.0,77.0,35.75,226.0,4.37,49.37,1616.0,running
2020-06-12T05:41:19+00:00,-37.7836521808058,145.00196303240955,0.21539,18.1404,38.0,166,95,20,0.0,77.0,35.75,226.0,4.37,49.37,1622.0,running
2020-06-12T05:41:20+00:00,-37.78364572674036,145.0019182730466,0.21938,18.172800000000002,38.0,165,95,20,0.0,77.0,35.75,226.0,4.37,49.37,1640.0,running
2020-06-12T05:41:21+00:00,-37.78365394100547,145.0018621981144,0.22438999999999998,18.241200000000003,38.0,166,95,20,0.0,77.0,35.75,226.0,4.37,49.37,1640.0,running
2020-06-12T05:41:23+00:00,-37.783687049522996,145.00173512846231,0.2362,18.309600000000003,37.799999999999955,166,95,19,0.0,76.0,35.75,226.0,4.37,49.37,1642.0,running
