timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,enhanced_speed@km/h
2021-02-13T08:07:17+00:00,,,0.0,3.3999999999999773,89,0,30,0.0,
2021-02-13T08:07:19+00:00,,,0.0,3.3999999999999773,94,0,30,0.0,
2021-02-13T08:07:21+00:00,,,0.0,3.3999999999999773,97,0,30,0.0,0.0
2021-02-13T08:07:23+00:00,,,0.0,3.3999999999999773,97,22,30,0.0,9.709200000000001
2021-02-13T08:07:25+00:00,-37.82116538845003,144.94286575354636,0.00924,3.3999999999999773,98,97,30,0.0,21.8016
2021-02-13T08:07:26+00:00,-37.821219116449356,144.94290967471898,0.01691,3.3999999999999773,98,0,30,0.0,27.612000000000002
2021-02-13T08:07:28+00:00,-37.82106924802065,144.94300045073032,0.032850000000000004,3.6000000000000227,98,89,30,0.0,28.854000000000003
2021-02-13T08:07:29+00:00,-37.82104108482599,144.94305334053934,0.04099,3.6000000000000227,98,83,30,0.0,29.289599999999997
2021-02-13T08:07:30+00:00,-37.821048963814974,144.9431169591844,0.04922,3.6000000000000227,99,69,30,0.0,29.628000000000004
2021-02-13T08:07:32+00:00,-37.821077881380916,144.94328174740076,0.06609000000000001,3.3999999999999773,99,69,30,0.0,30.668400000000002
2021-02-13T08:07:36+00:00,-37.821049047634006,144.94366278871894,0.10188,3.8000000000000114,100,75,30,0.0,33.2892
2021-02-13T08:07:38+00:00,-37.821322213858366,144.94389488361776,0.12075,4.399999999999977,101,79,30,0.0,34.632
2021-02-13T08:07:39+00:00,-37.82151164487004,144.94400451891124,0.13068000000000002,4.399999999999977,102,79,30,0.0,35.74080000000001
2021-02-13T08:07:40+00:00,-37.821588423103094,144.94411658495665,0.14081,4.600000000000023,101,81,30,0.0,36.446400000000004
2021-02-13T08:07:42+00:00,-37.82161524519324,144.94435136206448,0.16184,4.600000000000023,101,86,30,0.0,37.8576
2021-02-13T08:07:43+00:00,-37.82160577364266,144.94444247335196,0.17235,4.800000000000011,100,86,30,0.0,37.8576
2021-02-13T08:07:46+00:00,-37.82151650637388,144.9447769112885,0.20331,5.0,98,79,30,0.0,36.2448
2021-02-13T08:07:48+00:00,-37.821498066186905,144.94500506669283,0.22277000000000002,5.0,98,78,30,0.0,34.8012
2021-02-13T08:07:50+00:00,-37.82151851803064,144.94521704502404,0.24209,4.399999999999977,99,77,30,0.0,34.8012
2021-02-13T08:07:54+00:00,-37.82152455300093,144.94562381878495,0.28064,4.600000000000023,99,75,30,0.0,34.3296
2021-02-13T08:07:55+00:00,-37.82150795683265,144.94572448544204,0.28994,4.800000000000011,99,75,30,0.0,33.4548
2021-02-13T08:07:57+00:00,-37.821470238268375,144.94594652205706,0.30843,4.800000000000011,99,72,30,0.0,33.2892
2021-02-13T08:08:00+00:00,-37.82141969539225,144.9462479352951,0.33602,4.800000000000011,101,73,30,0.0,33.019200000000005
2021-02-13T08:08:02+00:00,-37.821376863867044,144.94641331024468,0.35424,4.800000000000011,102,73,30,0.0,32.616
2021-02-13T08:08:05+00:00,-37.8212652169168,144.94669762440026,0.38022,4.399999999999977,101,31,30,0.0,30.668400000000002
2021-02-13T08:08:09+00:00,-37.8211476188153,144.94702007621527,0.41263,4.800000000000011,101,72,30,0.0,27.9144
2021-02-13T08:08:12+00:00,-37.82107503153384,144.94724521413445,0.43311,5.199999999999989,105,0,30,0.0,22.4064
2021-02-13T08:08:14+00:00,-37.82104644924402,144.94732526130974,0.44348000000000004,4.600000000000023,107,0,30,0.0,17.1324
2021-02-13T08:08:17+00:00,-37.821018286049366,144.94736222550273,0.45289999999999997,4.0,109,0,30,0.0,10.278
2021-02-13T08:08:19+00:00,-37.82101510092616,144.94735862128437,0.45636,4.0,111,0,30,0.0,2.1852
2021-02-13T08:08:29+00:00,-37.82101945951581,144.94739902205765,0.45636,4.0,113,28,30,0.0,9.8424
2021-02-13T08:08:30+00:00,-37.82105525024235,144.94741134345531,0.45970999999999995,4.0,113,28,30,0.0,12.06
2021-02-13T08:08:34+00:00,-37.821228336542845,144.94745844975114,0.47955000000000003,3.6000000000000227,112,67,29,0.0,21.1968
2021-02-13T08:08:36+00:00,-37.821331936866045,144.94748812168837,0.49168,3.3999999999999773,112,70,29,0.0,22.4064
2021-02-13T08:08:39+00:00,-37.8215070348233,144.94752718135715,0.5115500000000001,3.3999999999999773,113,75,29,0.0,24.386400000000002
2021-02-13T08:08:45+00:00,-37.821860080584884,144.947624579072,0.55314,4.399999999999977,115,67,29,0.0,25.092
2021-02-13T08:08:47+00:00,-37.82198312692344,144.94765458628535,0.5672999999999999,4.600000000000023,115,71,29,0.0,25.5276
2021-02-13T08:08:52+00:00,-37.82229510135949,144.94771535508335,0.6021,4.0,114,0,29,0.0,23.8824
2021-02-13T08:08:53+00:00,-37.82234547659755,144.9476917181164,0.6085,4.0,113,0,29,0.0,23.011200000000002
2021-02-13T08:08:54+00:00,-37.82238386571407,144.94763740338385,0.61445,3.8000000000000114,113,0,29,0.0,21.4308
2021-02-13T08:08:55+00:00,-37.82239057123661,144.9475936498493,0.61929,3.8000000000000114,113,0,29,0.0,17.3988
2021-02-13T08:08:56+00:00,-37.82240456901491,144.94754595682025,0.62405,3.8000000000000114,113,0,29,0.0,17.1648
2021-02-13T08:08:58+00:00,-37.822471372783184,144.9474755488336,0.63351,4.0,113,46,29,0.0,16.8624
2021-02-13T08:09:00+00:00,-37.822525184601545,144.94738904759288,0.64273,4.199999999999989,115,51,29,0.0,16.3584
2021-02-13T08:09:01+00:00,-37.822532979771495,144.94733867235482,0.64706,4.399999999999977,116,64,29,0.0,15.584399999999999
2021-02-13T08:09:05+00:00,-37.82252183184028,144.9471499118954,0.66386,5.399999999999977,117,67,29,0.0,14.209200000000001
