timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,heart_rate@bpm,cadence@rpm,temperature@C,activity_type,fractional_cadence@rpm
2021-09-24T07:27:46+00:00,-37.821588423103094,144.9430386722088,0.01507,9.144,7.399999999999977,107.2,39.25,311.0,11.81,49.34,970.0,96,76,28,running,0.5
2021-09-24T07:27:47+00:00,-37.82152472063899,144.94315853342414,0.02511,9.2808,7.399999999999977,107.2,39.25,309.0,11.81,49.34,970.0,97,76,28,running,0.5
2021-09-24T07:27:49+00:00,-37.82129421830177,144.94319507852197,0.03365,9.5832,11.0,105.2,38.75,301.0,9.65,48.68,1103.0,103,78,28,running,0.5
2021-09-24T07:27:51+00:00,-37.82115776091814,144.94320807047188,0.03365,10.3536,11.199999999999989,105.2,38.75,300.0,9.65,48.46,1101.0,106,79,28,running,0.0
2021-09-24T07:27:52+00:00,-37.82112339511514,144.94322894141078,0.0364,10.724400000000001,11.399999999999977,104.2,38.75,295.0,9.65,48.46,1101.0,107,79,28,running,0.0
2021-09-24T07:27:54+00:00,-37.821080228313804,144.94324956089258,0.03989,10.89,11.399999999999977,102.5,38.75,292.0,9.65,48.46,1101.0,111,79,27,running,0.5
2021-09-24T07:27:56+00:00,-37.82105382531881,144.94328409433365,0.04358,11.1528,11.399999999999977,118.0,38.0,290.0,9.65,48.46,1101.0,115,79,27,running,0.0
2021-09-24T07:27:57+00:00,-37.82101644203067,144.94327956810594,0.04399,11.3508,11.399999999999977,117.0,37.75,287.0,9.15,48.28,1157.0,117,79,27,running,0.0
2021-09-24T07:27:59+00:00,-37.820993307977915,144.94328862056136,0.04444,11.8116,11.399999999999977,118.0,37.75,286.0,9.46,48.15,1149.0,119,79,27,running,0.0
2021-09-24T07:28:02+00:00,-37.82099171541631,144.9433498084545,0.04965,12.4416,10.399999999999977,118.0,37.75,286.0,9.84,47.96,1104.0,122,79,27,running,0.0
2021-09-24T07:28:08+00:00,-37.821009904146194,144.94352323003113,0.06501,12.402,10.600000000000023,111.2,37.0,278.0,10.43,48.06,1038.0,124,80,27,running,0.0
2021-09-24T07:28:10+00:00,-37.82102046534419,144.94357000105083,0.06881999999999999,12.5028,11.0,112.2,37.5,280.0,10.43,48.06,1040.0,123,80,27,running,0.5
2021-09-24T07:28:11+00:00,-37.82102733850479,144.9435923807323,0.07077,12.5028,11.0,114.2,37.25,280.0,10.43,48.06,1040.0,123,80,27,running,0.0
2021-09-24T07:28:15+00:00,-37.82110503874719,144.94364988058805,0.08066,12.6036,11.600000000000023,111.2,37.75,282.0,10.25,48.06,1078.0,124,80,27,running,0.0
2021-09-24T07:28:19+00:00,-37.82116061076522,144.94367712177336,0.08727,12.6036,10.0,111.2,37.75,282.0,10.25,48.06,1080.0,126,80,26,running,0.0
2021-09-24T07:28:20+00:00,-37.821169160306454,144.94369103573263,0.08881,12.5676,10.0,111.2,37.5,281.0,10.25,48.06,1071.0,126,80,26,running,0.0
2021-09-24T07:28:22+00:00,-37.821179050952196,144.94374602101743,0.09376000000000001,12.5028,10.0,111.2,37.5,281.0,10.53,47.96,1003.0,126,80,26,running,0.5
2021-09-24T07:28:23+00:00,-37.821183325722814,144.94377988390625,0.09678,12.5028,10.0,111.2,37.5,280.0,10.53,47.96,1003.0,126,80,26,running,0.5
2021-09-24T07:28:29+00:00,-37.8211994189769,144.94400049559772,0.11625,12.596400000000001,10.800000000000011,111.2,37.25,278.0,11.03,48.18,987.0,127,80,26,running,0.5
2021-09-24T07:28:34+00:00,-37.821221463382244,144.94423728436232,0.13724,12.6648,10.399999999999977,110.2,37.5,280.0,10.34,48.06,1060.0,129,80,26,running,0.5
2021-09-24T07:28:36+00:00,-37.82121090218425,144.94436007924378,0.14812999999999998,12.6648,10.399999999999977,109.2,37.5,280.0,10.15,48.15,1070.0,129,81,26,running,0.0
2021-09-24T07:28:40+00:00,-37.8212237264961,144.94457733817399,0.16618,12.6972,11.0,105.2,37.75,280.0,8.96,48.5,1202.0,130,81,26,running,0.0
2021-09-24T07:28:44+00:00,-37.82131265848875,144.94473240338266,0.18266,12.6648,10.800000000000011,115.0,37.75,282.0,8.96,48.5,1254.0,133,80,25,running,0.5
2021-09-24T07:28:45+00:00,-37.821326069533825,144.9447684455663,0.18597999999999998,12.6648,10.800000000000011,113.2,37.75,282.0,8.96,48.5,1254.0,133,80,25,running,0.5
2021-09-24T07:28:47+00:00,-37.82130494713783,144.94483868591487,0.19166999999999998,12.6648,10.800000000000011,111.2,38.0,284.0,8.78,48.4,1247.0,133,80,25,running,0.5
2021-09-24T07:28:48+00:00,-37.82128918915987,144.94486056268215,0.19422,12.6972,11.399999999999977,111.2,37.75,282.0,8.78,48.31,1243.0,133,80,25,running,0.5
2021-09-24T07:28:51+00:00,-37.821279633790255,144.94491529650986,0.1995,12.7656,11.199999999999989,109.2,37.5,280.0,8.87,48.09,1166.0,135,80,25,running,0.5
2021-09-24T07:28:53+00:00,-37.82130033709109,144.9449455551803,0.20264,12.830400000000001,10.800000000000011,109.2,37.5,280.0,9.25,48.09,1075.0,136,80,25,running,0.5
2021-09-24T07:28:56+00:00,-37.82131307758391,144.94499827735126,0.20767,12.8664,11.199999999999989,109.2,38.0,284.0,9.93,48.0,1040.0,134,80,25,running,0.5
2021-09-24T07:28:57+00:00,-37.821310395374894,144.94500246830285,0.20809,12.8664,11.399999999999977,109.2,38.0,284.0,10.03,48.0,1030.0,136,80,25,running,0.0
2021-09-24T07:28:58+00:00,-37.821307461708784,144.94500800035894,0.20862,12.8664,11.399999999999977,109.2,38.0,284.0,10.25,48.0,1010.0,133,80,25,running,0.0
2021-09-24T07:29:00+00:00,-37.821299163624644,144.94503758847713,0.2114,12.798,11.600000000000023,107.2,38.0,284.0,10.34,48.0,998.0,136,80,25,running,0.5
2021-09-24T07:29:01+00:00,-37.821298241615295,144.94504890404642,0.21239,12.7656,11.600000000000023,106.2,38.25,285.0,10.34,48.0,998.0,133,80,25,running,0.5
2021-09-24T07:29:04+00:00,-37.82129438593984,144.94507304392755,0.21459999999999999,12.6648,11.199999999999989,107.2,38.0,286.0,11.21,48.0,930.0,135,80,25,running,0.0
2021-09-24T07:29:07+00:00,-37.82128969207406,144.94513389654458,0.21968000000000001,12.495600000000001,12.0,108.2,38.25,288.0,12.18,47.9,853.0,135,80,25,running,0.0
2021-09-24T07:29:08+00:00,-37.82128826715052,144.94515912607312,0.22175,12.4632,12.0,108.2,38.25,288.0,12.59,47.9,833.0,138,80,25,running,0.0
2021-09-24T07:29:10+00:00,-37.82128374092281,144.9452100880444,0.22612000000000002,12.4632,12.0,108.2,38.25,288.0,12.87,47.9,825.0,138,80,25,running,0.0
2021-09-24T07:29:14+00:00,-37.821255661547184,144.9453643988818,0.23995,12.6036,12.200000000000045,110.2,37.75,283.0,12.96,47.81,830.0,134,80,25,running,0.0
2021-09-24T07:29:15+00:00,-37.82125004567206,144.94540823623538,0.24384,12.636,12.399999999999977,111.2,37.5,282.0,12.96,47.81,830.0,134,80,25,running,0.0
2021-09-24T07:29:20+00:00,-37.821223977953196,144.94567276909947,0.26681,12.466800000000001,12.399999999999977,109.2,38.0,287.0,10.53,47.81,1091.0,135,80,25,running,0.0
2021-09-24T07:29:21+00:00,-37.821219535544515,144.94574912823737,0.27331,12.402,12.600000000000023,108.2,38.0,286.0,10.43,47.81,1134.0,135,80,25,running,0.0
2021-09-24T07:29:22+00:00,-37.82121257856488,144.9457978270948,0.27758999999999995,12.366,12.200000000000045,108.2,38.0,286.0,10.03,47.81,1132.0,134,80,25,running,0.0
2021-09-24T07:29:25+00:00,-37.82118885777891,144.94591291062534,0.2878,12.3012,12.600000000000023,107.2,38.0,284.0,9.46,47.71,1156.0,136,80,25,running,0.5
2021-09-24T07:29:26+00:00,-37.821193635463715,144.94595808908343,0.2917,12.232800000000001,12.600000000000023,107.2,37.75,284.0,9.37,47.71,1160.0,137,80,25,running,0.0
2021-09-24T07:29:29+00:00,-37.821225905790925,144.9461051914841,0.30316000000000004,12.2004,12.600000000000023,107.2,37.75,284.0,9.37,47.71,1145.0,137,80,25,running,0.0
2021-09-24T07:29:30+00:00,-37.821244010701776,144.94617266580462,0.30929,12.2004,12.600000000000023,107.2,37.75,282.0,9.25,47.71,1135.0,137,80,25,running,0.5
2021-09-24T07:29:31+00:00,-37.82126588746905,144.94621960446239,0.31407999999999997,12.2004,12.200000000000045,107.2,38.0,283.0,9.25,47.71,1135.0,137,80,25,running,0.5
2021-09-24T07:29:33+00:00,-37.82133663073182,144.94626637548208,0.32274,12.0996,12.600000000000023,109.2,37.75,283.0,9.25,47.71,1135.0,135,80,25,running,0.5
2021-09-24T07:29:38+00:00,-37.82151835039258,144.94634550064802,0.34381,12.1644,12.0,111.2,38.5,288.0,9.37,47.81,1154.0,136,80,25,running,0.0
2021-09-24T07:29:39+00:00,-37.821556236594915,144.94636695832014,0.34838,12.2652,12.0,111.2,38.5,288.0,9.25,47.81,1163.0,136,80,25,running,0.0
