timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,temperature@C
2021-01-17T01:19:04+00:00,-37.80259176157415,144.98772092163563,0.00028000000000000003,0.0,25.399999999999977,81,32
2021-01-17T01:19:05+00:00,-37.80259285122156,144.98771882615983,0.00028000000000000003,0.0,25.600000000000023,82,32
2021-01-17T01:19:09+00:00,-37.80252143740654,144.98772569932044,0.00028000000000000003,10.1448,25.799999999999955,82,32
2021-01-17T01:19:10+00:00,-37.802490843459964,144.9877306446433,0.0037,11.4192,25.799999999999955,82,32
2021-01-17T01:19:15+00:00,-37.80230015516281,144.98776467517018,0.025079999999999998,15.886800000000001,26.0,82,32
2021-01-17T01:19:20+00:00,-37.80210611410439,144.98778671957552,0.04668,12.6972,26.0,85,33
2021-01-17T01:19:21+00:00,-37.802083315327764,144.98779233545065,0.04926,9.943200000000001,25.799999999999955,85,33
2021-01-17T01:19:23+00:00,-37.80204802751541,144.9878070037812,0.05323,7.7256,25.600000000000023,85,33
2021-01-17T01:19:25+00:00,-37.80202589929104,144.98786634765565,0.05896,9.8748,25.399999999999977,86,33
2021-01-17T01:19:26+00:00,-37.80202413909137,144.98790976591408,0.06267,12.999600000000001,25.399999999999977,87,33
2021-01-17T01:19:29+00:00,-37.8020519670099,144.98807145282626,0.07722,17.265600000000003,25.0,88,33
2021-01-17T01:19:30+00:00,-37.802058001980186,144.98813138343394,0.08254,17.6688,24.799999999999955,88,33
2021-01-17T01:19:33+00:00,-37.802060432732105,144.98831897042692,0.09905,18.8784,24.399999999999977,89,33
2021-01-17T01:19:34+00:00,-37.80206512659788,144.98838175088167,0.10462,17.6688,24.399999999999977,90,33
2021-01-17T01:19:38+00:00,-37.80209228396416,144.98863957822323,0.12752,19.6164,24.200000000000045,93,33
2021-01-17T01:19:41+00:00,-37.802115082740784,144.98886404559016,0.14745,20.1888,24.399999999999977,96,33
2021-01-17T01:19:42+00:00,-37.80211877077818,144.9889180250466,0.15222,20.7576,24.399999999999977,96,33
2021-01-17T01:19:48+00:00,-37.80214810743928,144.9893300794065,0.18863999999999997,21.3984,25.200000000000045,98,33
2021-01-17T01:19:49+00:00,-37.80215405859053,144.98939805664122,0.19466999999999998,21.3984,25.399999999999977,99,32
2021-01-17T01:19:52+00:00,-37.80218247324228,144.98960215598345,0.21291,21.3984,25.600000000000023,99,32
2021-01-17T01:19:58+00:00,-37.80222379602492,144.99002292752266,0.25024,21.5316,25.399999999999977,98,32
2021-01-17T01:19:59+00:00,-37.80223066918552,144.99008914455771,0.25612,21.5316,25.399999999999977,98,32
2021-01-17T01:20:05+00:00,-37.80225656926632,144.99049181118608,0.29170999999999997,21.096,25.799999999999955,98,32
