timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,activity_type
2020-06-12T05:46:49+00:00,-37.78435131534934,145.00179070048034,0.32023,15.318,37.60000000000002,160,93,19,0.0,79.0,38.25,247.0,5.65,49.06,1344.0,running
2020-06-12T05:46:54+00:00,-37.784394063055515,145.00203235074878,0.34199,15.181199999999999,37.39999999999998,160,94,18,0.0,76.0,38.25,245.0,5.46,48.96,1347.0,running
2020-06-12T05:46:57+00:00,-37.78442004695535,145.00217660330236,0.35501,15.181199999999999,37.39999999999998,162,94,18,0.0,74.0,39.0,248.0,5.15,49.06,1354.0,running
2020-06-12T05:47:02+00:00,-37.78446178883314,145.00240417197347,0.37559,15.2496,38.0,161,94,18,0.5,73.0,38.75,247.0,5.06,49.06,1360.0,running
2020-06-12T05:47:04+00:00,-37.78447134420276,145.0025012344122,0.38421,15.2496,38.0,162,94,18,0.5,73.0,38.75,247.0,5.06,49.06,1360.0,running
2020-06-12T05:47:09+00:00,-37.78451635502279,145.0027473270893,0.40648,15.282,38.0,162,94,18,0.5,73.0,39.0,248.0,5.25,49.06,1363.0,running
2020-06-12T05:47:10+00:00,-37.78452029451728,145.00279686413705,0.41087,15.282,38.0,162,94,18,0.5,72.2,39.0,248.0,5.25,49.06,1363.0,running
2020-06-12T05:47:15+00:00,-37.78451090678573,145.00303423963487,0.43195999999999996,15.318,37.60000000000002,164,95,18,0.0,71.2,39.5,250.0,5.06,48.75,1365.0,running
2020-06-12T05:47:16+00:00,-37.78449607081711,145.00307707116008,0.43607,15.318,37.39999999999998,162,95,18,0.0,69.2,39.5,250.0,5.06,48.75,1365.0,running
2020-06-12T05:47:20+00:00,-37.784398924559355,145.00321595929563,0.45256,15.318,36.0,165,94,18,0.5,70.2,39.25,249.0,4.96,48.65,1358.0,running
2020-06-12T05:47:21+00:00,-37.78436749242246,145.00323984771967,0.45662,15.318,36.200000000000045,165,94,18,0.5,70.2,39.25,249.0,4.96,48.75,1356.0,running
2020-06-12T05:47:25+00:00,-37.784213768318295,145.00328427180648,0.47426999999999997,15.318,36.799999999999955,165,94,18,0.0,70.2,39.25,250.0,4.96,48.87,1363.0,running
2020-06-12T05:47:28+00:00,-37.78410254046321,145.00325585715473,0.48679,15.2892,37.200000000000045,166,93,18,0.5,72.2,39.5,253.0,4.96,48.87,1358.0,running
2020-06-12T05:47:30+00:00,-37.784043699502945,145.0032188091427,0.49407,15.256800000000002,37.39999999999998,166,93,18,0.5,72.2,39.0,250.0,4.96,48.87,1358.0,running
2020-06-12T05:47:35+00:00,-37.78393163345754,145.00304748304188,0.51364,15.184800000000001,37.60000000000002,166,93,18,0.5,72.2,39.25,251.0,5.15,49.15,1333.0,running
2020-06-12T05:47:40+00:00,-37.78386860154569,145.00282594934106,0.53452,15.080400000000001,37.60000000000002,166,94,18,0.0,72.2,39.25,250.0,5.25,49.25,1312.0,running
2020-06-12T05:47:45+00:00,-37.78382048942149,145.00259511172771,0.5555,15.015600000000001,37.60000000000002,166,94,18,0.5,72.2,39.25,249.0,5.25,49.34,1312.0,running
2020-06-12T05:47:48+00:00,-37.783795427531004,145.00246049836278,0.56764,14.9796,37.799999999999955,166,94,18,0.5,69.2,39.25,250.0,5.15,49.21,1312.0,running
2020-06-12T05:47:53+00:00,-37.78371412307024,145.0022174231708,0.59088,14.9472,38.0,166,94,18,0.0,69.2,39.5,251.0,5.06,49.0,1338.0,running
2020-06-12T05:47:58+00:00,-37.78365955688059,145.00196931883693,0.6134400000000001,15.004800000000001,37.39999999999998,166,94,18,0.0,71.2,39.25,249.0,5.06,48.78,1345.0,running
2020-06-12T05:47:59+00:00,-37.783644469454885,145.00191492028534,0.6184299999999999,15.008399999999998,37.60000000000002,166,94,18,0.5,70.2,39.25,249.0,5.06,48.78,1345.0,running
2020-06-12T05:48:03+00:00,-37.78370440006256,145.00173227861524,0.6352000000000001,15.0516,38.0,168,94,18,0.0,72.2,38.5,245.0,5.15,48.96,1389.0,running
2020-06-12T05:48:07+00:00,-37.783785285428166,145.00157645903528,0.65189,15.1308,38.39999999999998,167,93,18,0.0,79.0,38.25,247.0,5.46,49.09,1387.0,running
2020-06-12T05:48:08+00:00,-37.783815460279584,145.00155030749738,0.65596,15.1308,38.200000000000045,168,93,18,0.0,79.0,38.25,247.0,5.46,49.09,1382.0,running
2020-06-12T05:48:13+00:00,-37.78399516828358,145.00147964805365,0.6771900000000001,15.152399999999998,38.799999999999955,168,93,18,0.0,79.0,38.25,247.0,5.56,49.28,1374.0,running
2020-06-12T05:48:18+00:00,-37.784179570153356,145.00153647735715,0.69859,15.184800000000001,39.0,168,92,18,0.5,78.0,37.75,246.0,5.56,49.18,1371.0,running
2020-06-12T05:48:23+00:00,-37.78432457707822,145.00170914456248,0.72084,15.220799999999999,37.60000000000002,170,92,18,0.0,81.0,37.5,245.0,5.46,48.87,1402.0,running
2020-06-12T05:48:24+00:00,-37.78434578329325,145.00175222754478,0.7253099999999999,15.220799999999999,37.200000000000045,169,92,18,0.0,81.0,37.5,245.0,5.46,48.75,1403.0,running
2020-06-12T05:48:29+00:00,-37.784410156309605,145.0019834842533,0.7469600000000001,15.2676,37.200000000000045,170,92,18,0.5,78.0,38.25,248.0,5.34,48.65,1399.0,running
2020-06-12T05:48:34+00:00,-37.784454161301255,145.00223468989134,0.7696000000000001,15.285600000000002,36.799999999999955,169,92,18,0.5,81.0,37.5,244.0,5.46,48.53,1409.0,running
2020-06-12T05:48:36+00:00,-37.78447109274566,145.0023318361491,0.77836,15.318,37.60000000000002,171,92,18,0.5,81.0,37.5,244.0,5.34,48.65,1407.0,running
2020-06-12T05:48:41+00:00,-37.78450730256736,145.00257214531302,0.7998999999999999,15.3576,37.200000000000045,171,92,18,0.5,78.0,37.75,245.0,5.34,48.65,1407.0,running
2020-06-12T05:48:46+00:00,-37.784543093293905,145.00281798653305,0.8219500000000001,15.440399999999999,37.200000000000045,171,92,18,0.5,77.0,38.0,247.0,5.15,48.53,1399.0,running
2020-06-12T05:48:47+00:00,-37.78454242274165,145.00286635011435,0.8262,15.498,38.39999999999998,171,92,18,0.5,77.0,38.0,247.0,5.15,48.65,1406.0,running
2020-06-12T05:48:51+00:00,-37.78449950739741,145.0030515063554,0.84347,15.4944,38.200000000000045,170,93,18,0.0,73.0,38.5,248.0,5.06,48.84,1401.0,running
2020-06-12T05:48:54+00:00,-37.78442365117371,145.00316575169563,0.85666,15.4944,37.200000000000045,171,93,18,0.5,74.0,38.75,248.0,5.06,48.84,1404.0,running
2020-06-12T05:48:56+00:00,-37.784350560978055,145.00322400592268,0.8662799999999999,15.512400000000001,37.200000000000045,170,93,18,0.0,75.0,38.75,251.0,5.06,48.96,1400.0,running
2020-06-12T05:49:01+00:00,-37.78416758403182,145.0032761413604,0.88736,15.462,37.60000000000002,171,93,18,0.0,78.0,38.25,248.0,5.25,49.03,1408.0,running
2020-06-12T05:49:02+00:00,-37.78413288295269,145.00326943583786,0.89124,15.462,37.799999999999955,171,92,18,0.5,78.0,38.0,247.0,5.25,49.03,1408.0,running
2020-06-12T05:49:07+00:00,-37.78401117771864,145.00314806587994,0.90812,15.440399999999999,37.39999999999998,172,92,18,0.5,77.0,38.0,246.0,5.34,49.03,1387.0,running
2020-06-12T05:49:12+00:00,-37.783883940428495,145.00294798985124,0.9309400000000001,15.3864,38.200000000000045,170,92,18,0.0,78.0,38.0,248.0,5.34,49.12,1357.0,running
2020-06-12T05:49:13+00:00,-37.78387304395437,145.00290096737444,0.93525,15.3864,38.39999999999998,170,92,18,0.0,78.0,38.0,248.0,5.34,49.12,1361.0,running
2020-06-12T05:49:18+00:00,-37.78384320437908,145.00265202485025,0.95743,15.3756,38.799999999999955,171,93,18,0.5,73.0,38.0,245.0,5.25,48.84,1359.0,running
2020-06-12T05:49:23+00:00,-37.78377992101014,145.00238782726228,0.9816900000000001,15.354,38.60000000000002,172,93,18,0.5,73.0,38.0,245.0,5.15,48.84,1392.0,running
2020-06-12T05:49:24+00:00,-37.78376676142216,145.00233443453908,0.98661,15.48,38.60000000000002,173,94,18,0.5,76.0,35.75,228.0,5.15,48.84,1392.0,running
2020-06-12T05:49:27+00:00,-37.78372501954436,145.00217392109334,1.00149,15.523200000000001,39.0,172,94,18,0.5,76.0,36.0,227.0,5.06,48.84,1414.0,running
2020-06-12T05:49:28+00:00,-37.783710518851876,145.00211969017982,1.00652,15.5556,39.0,173,94,18,0.5,76.0,36.0,227.0,5.06,48.84,1429.0,running
