timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,temperature@C,cadence@rpm,fractional_cadence@rpm
2021-06-04T07:29:06+00:00,-37.82154022715986,144.94245797395706,0.0,9.370800000000001,7.800000000000011,65,27,,
2021-06-04T07:29:07+00:00,-37.821535700932145,144.94247465394437,0.0035600000000000002,12.798,7.800000000000011,67,27,,
2021-06-04T07:29:08+00:00,-37.82153142616153,144.94249468669295,0.009300000000000001,20.7252,8.0,71,27,,
2021-06-04T07:29:09+00:00,-37.821530839428306,144.94252922013402,0.016079999999999997,24.386400000000002,8.0,78,27,,
2021-06-04T07:29:10+00:00,-37.82153922133148,144.9425854627043,0.023379999999999998,26.269199999999998,8.0,78,27,66.0,0.0
2021-06-04T07:29:11+00:00,-37.82153695821762,144.94265503250062,0.03141,28.8864,7.800000000000011,78,27,73.0,0.0
2021-06-04T07:29:14+00:00,-37.82148817554116,144.94292526505888,0.05675,30.9708,7.600000000000023,78,27,81.0,0.0
2021-06-04T07:29:15+00:00,-37.82143788412213,144.94302727282047,0.06559000000000001,31.842000000000002,7.600000000000023,79,27,73.0,0.0
2021-06-04T07:29:16+00:00,-37.82139228656888,144.94313187897205,0.07448,31.978799999999996,7.600000000000023,81,27,75.0,0.0
2021-06-04T07:29:18+00:00,-37.82136253081262,144.94334033690393,0.09185,30.6,8.199999999999989,88,27,63.0,0.0
2021-06-04T07:29:19+00:00,-37.821376863867044,144.94343739934266,0.10031,30.4668,8.0,92,27,63.0,0.0
2021-06-04T07:29:20+00:00,-37.82139413058758,144.943530773744,0.10847,29.325600000000005,8.199999999999989,92,27,63.0,0.0
2021-06-04T07:29:26+00:00,-37.82151558436453,144.94404181838036,0.15441999999999997,24.858,8.0,91,27,6.0,0.0
2021-06-04T07:29:28+00:00,-37.821553302928805,144.9442543834448,0.16928,27.378000000000004,7.800000000000011,90,27,74.0,0.0
2021-06-04T07:29:30+00:00,-37.82152857631445,144.944421434775,0.18552000000000002,29.660400000000003,7.800000000000011,91,27,67.0,0.0
2021-06-04T07:29:32+00:00,-37.821509297937155,144.9446066748351,0.20265,31.0716,7.800000000000011,94,27,71.0,0.0
2021-06-04T07:29:34+00:00,-37.8215329349041,144.94479577057064,0.22024000000000002,31.978799999999996,8.800000000000011,95,27,74.0,0.0
2021-06-04T07:29:37+00:00,-37.82159864902496,144.94504219852388,0.24783000000000002,33.757200000000005,8.800000000000011,100,27,76.0,0.0
2021-06-04T07:29:38+00:00,-37.82160870730877,144.94515392929316,0.25716,33.624,8.600000000000023,103,27,84.0,0.0
2021-06-04T07:29:39+00:00,-37.821612479165196,144.94526842609048,0.26652,33.6924,8.600000000000023,104,27,78.0,0.0
2021-06-04T07:29:41+00:00,-37.821607952937484,144.94550705887377,0.28481,32.785199999999996,8.199999999999989,105,27,81.0,0.0
2021-06-04T07:29:42+00:00,-37.82159361988306,144.94561292231083,0.29385,32.5152,8.199999999999989,106,27,79.0,0.0
2021-06-04T07:29:44+00:00,-37.82153947278857,144.94582674466074,0.31218,32.9184,8.800000000000011,106,27,79.0,0.0
2021-06-04T07:29:46+00:00,-37.821485409513116,144.94602506048977,0.33064,33.321600000000004,8.399999999999977,107,27,78.0,0.0
2021-06-04T07:29:47+00:00,-37.82147384248674,144.94612170383334,0.33999,33.624,8.800000000000011,108,27,78.0,0.0
2021-06-04T07:29:50+00:00,-37.82142665237188,144.94644155725837,0.36757999999999996,32.382,8.399999999999977,109,27,64.0,0.0
2021-06-04T07:29:56+00:00,-37.82116455025971,144.9470022227615,0.41645,26.636400000000002,8.0,108,27,10.0,0.0
2021-06-04T07:29:59+00:00,-37.82104879617691,144.9472181405872,0.4333,15.318,7.199999999999989,105,27,10.0,0.0
2021-06-04T07:30:01+00:00,-37.82101216726005,144.947304809466,0.43901,8.4636,7.199999999999989,104,27,10.0,0.0
2021-06-04T07:30:02+00:00,-37.821007473394275,144.9473293684423,0.44136000000000003,8.4636,7.399999999999977,103,27,10.0,0.0
2021-06-04T07:30:03+00:00,-37.820998169481754,144.94734730571508,0.44136000000000003,0.0,7.399999999999977,102,27,10.0,0.0
2021-06-04T07:30:14+00:00,-37.821057848632336,144.9473996926099,0.44136000000000003,10.882800000000001,7.600000000000023,95,27,0.0,0.0
2021-06-04T07:30:15+00:00,-37.82108358107507,144.94740991853178,0.44537,14.4108,7.600000000000023,96,27,0.0,0.0
2021-06-04T07:30:18+00:00,-37.821180392056704,144.94744746945798,0.45897000000000004,15.822,8.0,97,27,54.0,0.0
2021-06-04T07:30:20+00:00,-37.821256248280406,144.94746213778853,0.46772,15.685200000000002,7.600000000000023,94,27,54.0,0.0
2021-06-04T07:30:22+00:00,-37.821325063705444,144.94746314361691,0.47635,16.4268,7.399999999999977,92,27,12.0,0.0
2021-06-04T07:30:24+00:00,-37.82140829600394,144.94747697375715,0.48607,17.4996,7.399999999999977,92,27,65.0,0.0
2021-06-04T07:30:27+00:00,-37.82153788022697,144.94750346057117,0.50075,17.9712,7.600000000000023,89,27,17.0,0.0
2021-06-04T07:30:29+00:00,-37.821630919352174,144.94752642698586,0.51048,17.1324,7.800000000000011,88,27,68.0,0.0
2021-06-04T07:30:31+00:00,-37.82171767205,144.94755987077951,0.52054,18.4068,7.800000000000011,87,27,63.0,0.0
2021-06-04T07:30:37+00:00,-37.82201237976551,144.94764109142125,0.5562,21.096,8.399999999999977,88,27,39.0,0.0
2021-06-04T07:30:38+00:00,-37.8220646828413,144.94765299372375,0.56167,19.717200000000002,8.399999999999977,88,27,39.0,0.0
2021-06-04T07:30:40+00:00,-37.82215663231909,144.94768107309937,0.57199,18.3744,8.0,86,27,39.0,0.0
2021-06-04T07:30:42+00:00,-37.82223458401859,144.9476972501725,0.5806699999999999,14.4792,7.600000000000023,79,27,0.0,0.0
2021-06-04T07:30:43+00:00,-37.822271632030606,144.94768316857517,0.5844600000000001,13.6728,7.600000000000023,75,27,0.0,0.0
2021-06-04T07:30:45+00:00,-37.822314044460654,144.94761502370238,0.59113,11.2536,7.0,72,27,0.0,0.0
2021-06-04T07:30:47+00:00,-37.82230742275715,144.9475503154099,0.59638,7.6248,7.0,74,26,0.0,0.0
2021-06-04T07:30:50+00:00,-37.82230700366199,144.94748828932643,0.59638,11.620800000000001,7.0,77,26,0.0,0.0
2021-06-04T07:30:51+00:00,-37.82231907360256,144.94747487828135,0.59962,11.6568,7.0,79,26,0.0,0.0
2021-06-04T07:30:53+00:00,-37.822369784116745,144.9474490620196,0.6068,13.435200000000002,7.399999999999977,88,26,38.0,0.0
2021-06-04T07:30:54+00:00,-37.822399036958814,144.9474279396236,0.61039,12.9312,8.199999999999989,91,26,38.0,0.0
2021-06-04T07:30:55+00:00,-37.82241798005998,144.94739659130573,0.61409,13.302,8.199999999999989,94,26,42.0,0.0
2021-06-04T07:30:57+00:00,-37.82243935391307,144.94732785969973,0.6214,13.7736,8.199999999999989,90,26,42.0,0.0
2021-06-04T07:31:00+00:00,-37.82244857400656,144.94721604511142,0.63279,11.79,8.600000000000023,93,26,45.0,0.0
2021-06-04T07:31:01+00:00,-37.82245125621557,144.94717111811042,0.63542,9.471599999999999,8.800000000000011,93,26,45.0,0.0
2021-06-04T07:31:03+00:00,-37.82246148213744,144.94712158106267,0.64018,8.499600000000001,9.0,93,26,0.0,0.0
2021-06-04T07:31:04+00:00,-37.822476821020246,144.94711403734982,0.64374,12.830400000000001,9.0,92,26,0.0,0.0
2021-06-04T07:31:06+00:00,-37.82253138720989,144.9471256043762,0.65303,17.467200000000002,9.399999999999977,96,26,52.0,0.0
2021-06-04T07:31:08+00:00,-37.82261294312775,144.94714739732444,0.6637799999999999,20.120400000000004,9.800000000000011,97,26,61.0,0.0
2021-06-04T07:31:10+00:00,-37.82269994728267,144.94717564433813,0.67357,17.265600000000003,10.199999999999989,99,26,22.0,0.0
