timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,altitude@m,enhanced_speed@km/h,speed@km/h,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm
2019-10-17T07:47:42+00:00,-37.820447059348226,144.94326816871762,0.00376,128.20000000000005,128.20000000000005,13.536,13.536,78,60,27,0.0
2019-10-17T07:47:43+00:00,-37.82043901272118,144.94329230859876,0.00811,127.60000000000002,127.60000000000002,15.642,15.642,75,68,27,0.0
2019-10-17T07:47:44+00:00,-37.820436833426356,144.94332156144083,0.01249,127.39999999999998,127.39999999999998,15.786,15.786,76,77,27,0.0
2019-10-17T07:47:45+00:00,-37.82043314538896,144.9433619622141,0.01714,127.39999999999998,127.39999999999998,16.7328,16.7328,77,78,27,0.0
2019-10-17T07:47:48+00:00,-37.820426942780614,144.94351032190025,0.03161,127.20000000000005,127.20000000000005,17.6796,17.6796,76,70,27,0.0
2019-10-17T07:47:51+00:00,-37.82030892558396,144.94359573349357,0.047,127.20000000000005,127.20000000000005,18.9468,18.9468,77,71,27,0.0
2019-10-17T07:47:53+00:00,-37.820195937529206,144.9436434265226,0.057659999999999996,126.79999999999995,126.79999999999995,19.450799999999997,19.450799999999997,80,63,27,0.0
2019-10-17T07:47:58+00:00,-37.820042883977294,144.94384786114097,0.08561,126.20000000000005,126.20000000000005,20.1888,20.1888,75,67,27,0.0
2019-10-17T07:47:59+00:00,-37.82002125866711,144.94389731436968,0.09117,126.20000000000005,126.20000000000005,19.987199999999998,19.987199999999998,78,65,27,0.0
2019-10-17T07:48:00+00:00,-37.820003824308515,144.9439497012645,0.09662000000000001,126.20000000000005,126.20000000000005,19.6524,19.6524,79,55,27,0.0
2019-10-17T07:48:01+00:00,-37.819982366636395,144.94399907067418,0.10208,126.0,126.0,19.6524,19.6524,83,58,27,0.0
2019-10-17T07:48:02+00:00,-37.81987407244742,144.9440657068044,0.10754000000000001,126.0,126.0,19.6524,19.6524,86,58,27,0.0
2019-10-17T07:48:04+00:00,-37.81979704275727,144.94415120221674,0.11871999999999999,126.0,126.0,20.4588,20.4588,90,51,27,0.0
2019-10-17T07:48:05+00:00,-37.819770304486156,144.9442002363503,0.12448999999999999,126.0,126.0,20.7936,20.7936,92,52,27,0.0
2019-10-17T07:48:10+00:00,-37.819658322259784,144.94447315111756,0.15430000000000002,125.60000000000002,125.60000000000002,21.87,21.87,88,47,27,0.0
2019-10-17T07:48:11+00:00,-37.819645749405026,144.94453266263008,0.16040000000000001,125.60000000000002,125.60000000000002,21.9348,21.9348,87,46,27,0.0
2019-10-17T07:48:13+00:00,-37.819609036669135,144.9446476623416,0.17263,125.79999999999995,125.79999999999995,22.035600000000002,22.035600000000002,89,48,27,0.0
2019-10-17T07:48:16+00:00,-37.819536700844765,144.94483198039234,0.19150999999999999,126.0,126.0,22.608,22.608,92,48,27,0.0
2019-10-17T07:48:20+00:00,-37.819438548758626,144.94505426846445,0.21630000000000002,126.0,126.0,21.9348,21.9348,94,48,27,0.0
2019-10-17T07:48:21+00:00,-37.81941616907716,144.94510497897863,0.22233,126.0,126.0,21.700799999999997,21.700799999999997,94,45,27,0.0
2019-10-17T07:48:24+00:00,-37.81934986822307,144.94528426788747,0.2401,126.0,126.0,21.297600000000003,21.297600000000003,97,46,26,0.0
2019-10-17T07:48:26+00:00,-37.81930963508785,144.94540689513087,0.25188,126.20000000000005,126.20000000000005,21.096,21.096,101,45,26,0.0
2019-10-17T07:48:27+00:00,-37.81928733922541,144.94546531699598,0.25789,126.20000000000005,126.20000000000005,21.6324,21.6324,104,46,26,0.0
2019-10-17T07:48:28+00:00,-37.81926713883877,144.94552466087043,0.26391000000000003,126.20000000000005,126.20000000000005,21.700799999999997,21.700799999999997,109,45,26,0.0
2019-10-17T07:48:29+00:00,-37.819249872118235,144.94558651931584,0.26997000000000004,126.20000000000005,126.20000000000005,21.8016,21.8016,112,46,26,0.0
