timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,heart_rate@bpm,temperature@C,enhanced_speed@km/h,cadence@rpm,fractional_cadence@rpm
2020-12-09T03:36:32+00:00,-37.82101401127875,144.94261404499412,0.0,6.399999999999977,63,31,,,
2020-12-09T03:36:33+00:00,-37.82100370153785,144.9426287971437,0.00172,6.399999999999977,64,31,0.0,,
2020-12-09T03:36:34+00:00,-37.820998672395945,144.94263424538076,0.0024500000000000004,6.399999999999977,64,31,0.0,,
2020-12-09T03:36:43+00:00,-37.82099783420563,144.94258764199913,0.0024500000000000004,6.199999999999989,70,31,8.1972,,
2020-12-09T03:36:44+00:00,-37.82100571319461,144.94258806109428,0.00461,6.199999999999989,71,31,7.757999999999999,,
2020-12-09T03:36:47+00:00,-37.821027589961886,144.94263340719044,0.00461,6.399999999999977,72,31,11.217600000000001,,
2020-12-09T03:36:48+00:00,-37.82103320583701,144.9426594749093,0.00802,6.399999999999977,71,31,12.294,,
2020-12-09T03:36:49+00:00,-37.82103857025504,144.94269099086523,0.0115,6.399999999999977,71,31,12.528,,
2020-12-09T03:36:53+00:00,-37.82104921527207,144.94278671219945,0.02538,6.600000000000023,76,31,13.032,,
2020-12-09T03:36:54+00:00,-37.8210511431098,144.94281764142215,0.02929,6.800000000000011,77,31,14.04,,
2020-12-09T03:36:57+00:00,-37.821062207221985,144.94295032694936,0.04167,6.800000000000011,80,31,14.8464,,
2020-12-09T03:36:59+00:00,-37.82104494050145,144.94302827864885,0.05034,6.800000000000011,84,31,16.0236,,
2020-12-09T03:37:02+00:00,-37.82096564769745,144.94313732720912,0.06455,6.800000000000011,86,31,17.6688,,
2020-12-09T03:37:03+00:00,-37.82096095383167,144.9431560188532,0.06934,6.600000000000023,87,31,17.2332,,
2020-12-09T03:37:04+00:00,-37.82095978036523,144.94316825643182,0.07404999999999999,6.600000000000023,87,31,16.9308,,
2020-12-09T03:37:06+00:00,-37.82097243703902,144.94320723228157,0.08344,6.600000000000023,86,31,16.056,,
2020-12-09T03:37:07+00:00,-37.82098023220897,144.94322860613465,0.08748,6.399999999999977,86,31,14.544,,
2020-12-09T03:37:13+00:00,-37.82114124856889,144.9434351362288,0.11095999999999999,6.600000000000023,85,31,15.483600000000001,,
2020-12-09T03:37:14+00:00,-37.82115440815687,144.9434631317854,0.11554,6.600000000000023,87,31,16.5276,,
2020-12-09T03:37:16+00:00,-37.8212773706764,144.9435503873974,0.1248,6.600000000000023,88,31,17.2332,,
2020-12-09T03:37:18+00:00,-37.82133897766471,144.94373872876167,0.13453,6.600000000000023,89,31,16.3908,,
2020-12-09T03:37:23+00:00,-37.82136605121195,144.94409655220807,0.15325999999999998,6.399999999999977,87,32,14.5116,,
2020-12-09T03:37:27+00:00,-37.82139706425369,144.94419688358903,0.1695,6.600000000000023,87,32,15.282,,
2020-12-09T03:37:29+00:00,-37.82142497599125,144.94422856718302,0.17848,6.600000000000023,87,32,16.4268,,
2020-12-09T03:37:31+00:00,-37.82147149555385,144.94429226964712,0.18812,6.399999999999977,86,32,17.265600000000003,,
2020-12-09T03:37:33+00:00,-37.8215070348233,144.94441816583276,0.19805,6.199999999999989,86,32,17.535600000000002,,
2020-12-09T03:37:34+00:00,-37.821519523859024,144.94448530487716,0.20255,6.199999999999989,87,32,16.2252,,
2020-12-09T03:37:36+00:00,-37.82151114195585,144.94457096792758,0.21137999999999998,6.399999999999977,87,32,15.3504,,
2020-12-09T03:37:37+00:00,-37.82151977531612,144.94461815804243,0.21552000000000002,6.399999999999977,87,32,14.9148,,
2020-12-09T03:37:41+00:00,-37.821545926854014,144.94480373337865,0.22861,6.399999999999977,87,32,11.3184,,
2020-12-09T03:37:46+00:00,-37.821495635434985,144.9449758976698,0.24556,6.399999999999977,87,31,13.3344,,
2020-12-09T03:37:51+00:00,-37.821408715099096,144.9451881274581,0.26574000000000003,6.600000000000023,89,31,15.3828,,
2020-12-09T03:37:53+00:00,-37.82136730849743,144.94528292678297,0.27451,6.399999999999977,90,31,16.1568,,
2020-12-09T03:37:55+00:00,-37.821356328204274,144.94539071805775,0.28382,6.399999999999977,90,31,16.83,,
2020-12-09T03:37:58+00:00,-37.82133646309376,144.94555743411183,0.29834,6.399999999999977,87,31,17.467200000000002,,
2020-12-09T03:37:59+00:00,-37.82132925465703,144.945610743016,0.30307999999999996,6.399999999999977,86,31,17.064,,
2020-12-09T03:38:02+00:00,-37.821348030120134,144.94577703997493,0.31675,6.600000000000023,87,31,15.3504,,
2020-12-09T03:38:05+00:00,-37.821372002363205,144.94592506438494,0.32649,6.800000000000011,90,31,10.112400000000001,,
2020-12-09T03:38:07+00:00,-37.82138457521796,144.94599329307675,0.33149,6.800000000000011,91,31,7.9272,,
2020-12-09T03:38:19+00:00,-37.82131366431713,144.9461831431836,0.33149,6.800000000000011,101,31,11.3868,,
2020-12-09T03:38:20+00:00,-37.82130469568074,144.9462183471769,0.33493,6.800000000000011,102,31,12.362400000000001,,
2020-12-09T03:38:23+00:00,-37.821306036785245,144.94636293500662,0.34676,6.800000000000011,105,31,15.048,,
2020-12-09T03:38:26+00:00,-37.821287512779236,144.94651523418725,0.35979,6.600000000000023,110,31,16.1244,,
2020-12-09T03:38:28+00:00,-37.8212549071759,144.94662520475686,0.36841,6.800000000000011,111,31,15.685200000000002,,
2020-12-09T03:38:31+00:00,-37.8212046995759,144.94679426774383,0.38149,6.800000000000011,108,31,15.483600000000001,,
2020-12-09T03:38:33+00:00,-37.82117125578225,144.9469142127782,0.39009,6.800000000000011,105,31,15.148800000000001,,
2020-12-09T03:38:34+00:00,-37.8211544919759,144.94696324691176,0.39422,6.800000000000011,105,31,14.8788,,
2020-12-09T03:38:36+00:00,-37.82112163491547,144.9470545258373,0.40141000000000004,6.800000000000011,106,31,12.362400000000001,,
2020-12-09T03:38:41+00:00,-37.821063632145524,144.94725837372243,0.418,6.800000000000011,109,31,12.564000000000002,,
2020-12-09T03:38:44+00:00,-37.82112146727741,144.94732031598687,0.42908999999999997,6.600000000000023,111,31,13.9392,,
2020-12-09T03:38:50+00:00,-37.821326572448015,144.94740011170506,0.45564,6.199999999999989,114,31,17.265600000000003,,
2020-12-09T03:38:53+00:00,-37.82145104371011,144.9474496487528,0.47064,6.399999999999977,117,31,18.3744,,
2020-12-09T03:38:57+00:00,-37.82162387855351,144.9474982637912,0.49094,6.600000000000023,118,31,18.072,,
2020-12-09T03:38:59+00:00,-37.821711553260684,144.94751653634012,0.50019,6.600000000000023,118,31,16.1244,,
