timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,altitude@m,enhanced_speed@km/h,speed@km/h,heart_rate@bpm,temperature@C,cadence@rpm,fractional_cadence@rpm
2019-12-07T07:25:20+00:00,-37.766714030876756,144.9592237919569,0.0,47.799999999999955,47.799999999999955,8.1288,8.1288,84,26,,
2019-12-07T07:25:23+00:00,-37.76675049215555,144.95923032984138,0.0074800000000000005,48.200000000000045,48.200000000000045,9.3384,9.3384,81,26,,
2019-12-07T07:25:26+00:00,-37.766788797453046,144.9592219479382,0.01492,48.39999999999998,48.39999999999998,7.8264,7.8264,81,26,,
2019-12-07T07:29:30+00:00,-37.76850054971874,144.95896864682436,0.01492,46.60000000000002,46.60000000000002,8.4636,8.4636,106,25,11.0,0.0
2019-12-07T07:29:31+00:00,-37.768499962985516,144.9590131547302,0.018760000000000002,46.60000000000002,46.60000000000002,13.806000000000001,13.806000000000001,106,25,59.0,0.0
2019-12-07T07:29:33+00:00,-37.768507758155465,144.9591305013746,0.02889,46.60000000000002,46.60000000000002,19.9512,19.9512,105,25,47.0,0.0
2019-12-07T07:29:35+00:00,-37.76852720417082,144.95924608781934,0.039630000000000006,46.799999999999955,46.799999999999955,18.7092,18.7092,104,25,47.0,0.0
2019-12-07T07:29:36+00:00,-37.76853491552174,144.95929772034287,0.04457,46.799999999999955,46.799999999999955,17.802000000000003,17.802000000000003,104,25,47.0,0.0
2019-12-07T07:29:40+00:00,-37.76854740455747,144.9594674538821,0.061259999999999995,47.0,47.0,12.9672,12.9672,103,25,0.0,0.0
2019-12-07T07:29:45+00:00,-37.76854815892875,144.95959100313485,0.07490999999999999,46.799999999999955,46.799999999999955,8.532,8.532,102,25,0.0,0.0
2019-12-07T07:29:46+00:00,-37.76854329742491,144.9596056714654,0.07651000000000001,46.60000000000002,46.60000000000002,5.7780000000000005,5.7780000000000005,102,25,0.0,0.0
2019-12-07T07:30:13+00:00,-37.76859006844461,144.95963517576456,0.07651000000000001,46.60000000000002,46.60000000000002,12.06,12.06,94,25,75.0,0.0
2019-12-07T07:30:14+00:00,-37.768630385398865,144.95961883105338,0.08175,46.200000000000045,46.200000000000045,18.846,18.846,96,25,86.0,0.0
2019-12-07T07:30:16+00:00,-37.76873138733208,144.95958949439228,0.0942,45.799999999999955,45.799999999999955,23.85,23.85,100,25,93.0,0.0
2019-12-07T07:30:17+00:00,-37.76879291050136,144.9595742393285,0.10101,45.60000000000002,45.60000000000002,24.487199999999998,24.487199999999998,100,25,92.0,0.0
2019-12-07T07:30:18+00:00,-37.768861474469304,144.95955688878894,0.10783,45.39999999999998,45.39999999999998,24.5556,24.5556,100,25,98.0,0.0
2019-12-07T07:30:23+00:00,-37.76918920688331,144.9594972934574,0.14415,44.799999999999955,44.799999999999955,25.596,25.596,99,25,82.0,0.0
2019-12-07T07:30:29+00:00,-37.76956538669765,144.95945312082767,0.18627000000000002,45.200000000000045,45.200000000000045,25.5276,25.5276,98,25,84.0,0.0
2019-12-07T07:30:38+00:00,-37.770120268687606,144.95940593071282,0.24537,45.799999999999955,45.799999999999955,22.104,22.104,94,24,71.0,0.0
2019-12-07T07:30:44+00:00,-37.77044741436839,144.9593993090093,0.28017000000000003,45.799999999999955,45.799999999999955,20.6604,20.6604,96,24,68.0,0.0
2019-12-07T07:30:45+00:00,-37.77049519121647,144.95939914137125,0.28587,45.799999999999955,45.799999999999955,20.5236,20.5236,93,24,66.0,0.0
2019-12-07T07:30:48+00:00,-37.77063148096204,144.95940634980798,0.30258999999999997,45.799999999999955,45.799999999999955,19.6164,19.6164,94,24,62.0,0.0
2019-12-07T07:30:51+00:00,-37.77076609432697,144.9594003148377,0.3185,46.39999999999998,46.39999999999998,18.979200000000002,18.979200000000002,94,24,60.0,0.0
2019-12-07T07:30:54+00:00,-37.77089886367321,144.959387909621,0.33361,46.60000000000002,46.60000000000002,17.636400000000002,17.636400000000002,93,24,57.0,0.0
2019-12-07T07:30:58+00:00,-37.771043702960014,144.95937718078494,0.35006,46.60000000000002,46.60000000000002,12.6972,12.6972,91,24,51.0,0.0
2019-12-07T07:31:02+00:00,-37.77117001824081,144.95938321575522,0.36305,47.0,47.0,9.4068,9.4068,95,24,34.0,0.0
2019-12-07T07:31:03+00:00,-37.77119055390358,144.9593868199736,0.36519999999999997,47.0,47.0,7.7292,7.7292,99,24,34.0,0.0
2019-12-07T07:31:15+00:00,-37.77128132991493,144.95944431982934,0.36519999999999997,45.39999999999998,45.39999999999998,8.395199999999999,8.395199999999999,105,24,0.0,0.0
2019-12-07T07:31:16+00:00,-37.771275378763676,144.95945781469345,0.36772000000000005,45.200000000000045,45.200000000000045,9.072000000000001,9.072000000000001,104,24,0.0,0.0
2019-12-07T07:31:17+00:00,-37.77127646841109,144.95947759598494,0.37042,45.200000000000045,45.200000000000045,9.709200000000001,9.709200000000001,103,24,0.0,0.0
2019-12-07T07:31:18+00:00,-37.771281162276864,144.9594997242093,0.37311,45.200000000000045,45.200000000000045,9.709200000000001,9.709200000000001,108,24,0.0,0.0
