timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,altitude@m,enhanced_speed@km/h,speed@km/h,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm
2020-01-05T02:58:05+00:00,,,0.00186,-56.0,-56.0,10.278,10.278,118,78,24,0.0
2020-01-05T02:58:09+00:00,,,0.016730000000000002,-56.39999999999998,-56.39999999999998,13.536,13.536,125,79,24,0.0
2020-01-05T02:58:10+00:00,,,0.020489999999999998,-56.39999999999998,-56.39999999999998,13.536,13.536,125,79,24,0.0
2020-01-05T02:58:11+00:00,,,0.02422,-56.60000000000002,-56.60000000000002,13.446,13.446,129,79,24,0.0
2020-01-05T02:58:13+00:00,-37.82102909870446,144.94421431794763,0.03158,-56.80000000000001,-56.80000000000001,13.212,13.212,131,79,24,0.0
2020-01-05T02:58:15+00:00,-37.82100772485137,144.9439084623009,0.038869999999999995,-57.0,-57.0,13.0752,13.0752,132,79,24,0.0
2020-01-05T02:58:16+00:00,-37.82103840261698,144.94390091858804,0.04249,-57.0,-57.0,13.042800000000002,13.042800000000002,136,79,24,0.0
2020-01-05T02:58:20+00:00,-37.821127250790596,144.94390469044447,0.056960000000000004,-57.39999999999998,-57.39999999999998,13.0104,13.0104,138,80,23,0.0
2020-01-05T02:58:21+00:00,-37.82113764435053,144.94390670210123,0.06057,-57.60000000000002,-57.60000000000002,12.974400000000001,12.974400000000001,139,80,23,0.0
2020-01-05T02:58:24+00:00,-37.821147702634335,144.9439346138388,0.07135,-58.0,-58.0,12.942,12.942,140,80,23,0.0
2020-01-05T02:58:25+00:00,-37.821149714291096,144.94394777342677,0.07493999999999999,-58.0,-58.0,12.9096,12.9096,141,80,23,0.0
2020-01-05T02:58:27+00:00,-37.821166813373566,144.9439875036478,0.08206000000000001,-58.19999999999999,-58.19999999999999,12.7728,12.7728,141,80,23,0.0
2020-01-05T02:58:29+00:00,-37.82116882503033,144.94407953694463,0.08915000000000001,-58.39999999999998,-58.39999999999998,12.740400000000001,12.740400000000001,142,81,23,0.0
2020-01-05T02:58:30+00:00,-37.82118542119861,144.94409856386483,0.09269,-58.60000000000002,-58.60000000000002,12.740400000000001,12.740400000000001,141,81,23,0.0
2020-01-05T02:58:32+00:00,-37.82119975425303,144.94410795159638,0.09975,-59.0,-59.0,12.708,12.708,144,81,23,0.0
2020-01-05T02:58:34+00:00,-37.82130293548107,144.94417081587017,0.10683,-59.0,-59.0,12.7728,12.7728,143,80,23,0.0
2020-01-05T02:58:35+00:00,-37.82132958993316,144.9441933631897,0.11039,-58.80000000000001,-58.80000000000001,12.8088,12.8088,142,80,23,0.0
2020-01-05T02:58:37+00:00,-37.82134987413883,144.94423175230622,0.11755,-58.60000000000002,-58.60000000000002,12.9096,12.9096,142,81,23,0.0
2020-01-05T02:58:38+00:00,-37.821349035948515,144.94424390606582,0.12115000000000001,-58.60000000000002,-58.60000000000002,12.974400000000001,12.974400000000001,143,81,23,0.0
