timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,activity_type
2020-06-12T05:38:57+00:00,-37.78400824405253,145.00180997885764,0.0,43.4664,37.60000000000002,104,0,20,0.0,,,,,,,
2020-06-12T05:38:58+00:00,-37.78404487296939,145.00177586451173,0.00269,7.2324,37.60000000000002,104,0,20,0.0,,,,,,,
2020-06-12T05:39:00+00:00,-37.784068677574396,145.0017393194139,0.00514,3.5604,38.0,109,95,20,0.0,86.7,33.0,216.0,4.78,53.78,771.0,running
2020-06-12T05:39:01+00:00,-37.784074461087584,145.00171266496181,0.0071600000000000006,4.3524,38.799999999999955,113,95,20,0.0,86.7,33.0,216.0,33.78,50.96,296.0,running
2020-06-12T05:39:02+00:00,-37.78406649827957,145.00168005935848,0.010119999999999999,4.3524,37.799999999999955,116,95,20,0.0,86.7,33.0,216.0,21.46,50.09,530.0,running
2020-06-12T05:39:03+00:00,-37.784063229337335,145.00164502300322,0.0132,4.6764,38.0,119,95,20,0.0,86.7,33.0,216.0,14.53,49.68,1115.0,running
2020-06-12T05:39:04+00:00,-37.78406356461346,145.0016121659428,0.01607,5.3208,38.0,122,98,20,0.0,86.7,33.75,210.0,14.53,49.68,1115.0,running
2020-06-12T05:39:05+00:00,-37.78407437726855,145.00157394446433,0.01964,6.6708,38.0,126,98,20,0.0,86.7,33.75,210.0,6.12,49.46,1395.0,running
2020-06-12T05:39:06+00:00,-37.78405920602381,145.0015431828797,0.0209,16.192800000000002,38.0,128,98,20,0.0,84.7,33.5,207.0,5.93,49.46,1419.0,running
2020-06-12T05:39:08+00:00,-37.78403364121914,145.00149607658386,0.023149999999999997,17.870400000000004,38.0,132,98,20,0.0,82.0,33.0,203.0,5.56,49.81,1440.0,running
2020-06-12T05:39:10+00:00,-37.78409072197974,145.00145634636283,0.03047,18.3744,38.0,135,98,20,0.0,79.0,33.5,204.0,5.34,49.71,1442.0,running
2020-06-12T05:39:12+00:00,-37.78418451547623,145.00142768025398,0.0412,18.342,38.0,141,98,20,0.5,79.0,33.5,205.0,5.34,49.71,1442.0,running
2020-06-12T05:39:15+00:00,-37.78433128260076,145.00146212987602,0.05793,18.4752,37.799999999999955,145,99,20,0.0,77.0,33.0,199.0,5.06,49.96,1484.0,running
2020-06-12T05:39:17+00:00,-37.784419124946,145.00154578126967,0.07016,18.7092,37.60000000000002,148,99,20,0.0,76.0,33.5,201.0,4.87,50.09,1513.0,running
2020-06-12T05:39:19+00:00,-37.78444561176002,145.0016526505351,0.07909999999999999,18.910800000000002,37.799999999999955,151,100,20,0.5,75.0,33.25,198.0,4.78,49.87,1539.0,running
2020-06-12T05:39:21+00:00,-37.78445147909224,145.00176832079887,0.08887,19.450799999999997,37.799999999999955,155,100,20,0.5,73.0,32.5,194.0,4.56,49.87,1558.0,running
2020-06-12T05:39:23+00:00,-37.78443136252463,145.00191986560822,0.10184,19.5516,37.799999999999955,159,101,20,0.0,73.0,32.0,191.0,4.37,49.5,1571.0,running
2020-06-12T05:39:25+00:00,-37.784435553476214,145.00206537544727,0.11463,19.5516,38.0,162,101,20,0.0,70.2,31.5,187.0,4.18,49.75,1597.0,running
2020-06-12T05:39:26+00:00,-37.784436559304595,145.00213586725295,0.12082999999999999,19.6848,38.200000000000045,165,101,20,0.0,69.2,31.75,188.0,4.0,49.75,1683.0,running
2020-06-12T05:39:27+00:00,-37.78444033116102,145.00220510177314,0.1269,19.987199999999998,38.39999999999998,163,101,20,0.0,68.2,31.75,188.0,3.78,49.75,1670.0,running
2020-06-12T05:39:28+00:00,-37.784449299797416,145.00227148644626,0.13281,21.765600000000003,38.39999999999998,166,101,20,0.5,66.2,31.25,184.0,3.78,49.93,1666.0,running
2020-06-12T05:39:29+00:00,-37.78444946743548,145.00234172679484,0.13891,23.5152,38.60000000000002,166,102,20,0.0,65.2,30.75,180.0,3.78,50.06,1676.0,running
2020-06-12T05:39:31+00:00,-37.78446841053665,145.00247994437814,0.15128,24.5556,38.799999999999955,169,101,20,0.0,66.2,30.75,182.0,3.9,49.93,1684.0,running
2020-06-12T05:39:33+00:00,-37.78449925594032,145.0026231072843,0.16433,25.1604,38.799999999999955,169,101,20,0.0,66.2,30.75,182.0,3.78,49.81,1691.0,running
