timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_speed@km/h,enhanced_altitude@m,heart_rate@bpm,cadence@rpm,temperature@C,fractional_cadence@rpm,vertical_oscillation@mm,stance_time_percent@percent,stance_time@ms,vertical_ratio@percent,stance_time_balance@percent,step_length@mm,activity_type
2020-06-12T05:42:56+00:00,-37.784524066373706,145.00266602262855,0.0,0.0,37.39999999999998,91,46,19,0.0,,,,,,,
2020-06-12T05:42:57+00:00,-37.78453345410526,145.00270089134574,0.00315,5.1732000000000005,37.200000000000045,92,46,19,0.0,,,,,,,
2020-06-12T05:42:58+00:00,-37.78453362174332,145.00272184610367,0.0049900000000000005,5.3064,36.60000000000002,120,0,19,0.0,,,,,,,
2020-06-12T05:42:59+00:00,-37.78453110717237,145.00274975784123,0.00739,5.3604,36.200000000000045,125,0,19,0.0,,,,,,,
2020-06-12T05:43:00+00:00,-37.784530352801085,145.00278362073004,0.01036,6.2388,35.60000000000002,130,0,19,0.0,,,,,,,
2020-06-12T05:43:01+00:00,-37.78453077189624,145.00283734872937,0.01508,6.566400000000001,36.200000000000045,131,85,19,0.5,,,,,,,
2020-06-12T05:43:06+00:00,-37.78443379327655,145.00308360904455,0.03915,8.006400000000001,36.0,133,91,19,0.0,,,,,,,
2020-06-12T05:43:10+00:00,-37.784300688654184,145.00322316773236,0.05852,13.276800000000001,36.39999999999998,136,93,19,0.0,,,,,,,
2020-06-12T05:43:11+00:00,-37.78426204808056,145.00324697233737,0.06329,13.914000000000001,36.60000000000002,137,92,19,0.5,,,,,,,
2020-06-12T05:43:13+00:00,-37.78418468311429,145.00327186658978,0.07217,14.5512,36.60000000000002,140,93,19,0.5,,,,,,,
2020-06-12T05:43:15+00:00,-37.7841083239764,145.00327010639012,0.08063,15.156,36.799999999999955,141,93,19,0.5,,,,,,,
2020-06-12T05:43:17+00:00,-37.7840528357774,145.00322660431266,0.08742,15.390000000000002,37.0,145,95,19,0.0,,,,,,,
2020-06-12T05:43:19+00:00,-37.784002628177404,145.0031725410372,0.09426000000000001,15.627600000000001,37.200000000000045,147,94,19,0.0,80.0,36.5,232.0,23.12,49.37,343.0,running
2020-06-12T05:43:20+00:00,-37.78398578055203,145.00314177945256,0.09723000000000001,15.692400000000001,37.39999999999998,147,94,19,0.0,81.0,36.5,234.0,23.12,49.37,343.0,running
2020-06-12T05:43:23+00:00,-37.78388469479978,145.00302845612168,0.11215,16.1964,37.200000000000045,149,94,19,0.0,80.0,37.0,236.0,5.25,48.96,1483.0,running
2020-06-12T05:43:24+00:00,-37.78386566787958,145.00298151746392,0.11677,16.3656,37.200000000000045,149,94,19,0.0,80.0,37.25,237.0,5.15,48.87,1497.0,running
2020-06-12T05:43:29+00:00,-37.78380506671965,145.00272679142654,0.14025,16.567200000000003,37.39999999999998,151,94,19,0.0,80.0,37.25,237.0,5.15,48.75,1482.0,running
2020-06-12T05:43:32+00:00,-37.78378025628626,145.00256803818047,0.1545,16.635600000000004,37.60000000000002,152,94,19,0.0,78.0,37.5,237.0,5.06,48.56,1483.0,running
2020-06-12T05:43:37+00:00,-37.78374253772199,145.00231239013374,0.17743,16.700400000000002,37.39999999999998,154,94,19,0.5,76.0,37.5,238.0,4.78,48.46,1476.0,running
2020-06-12T05:43:40+00:00,-37.783726109191775,145.00215615145862,0.19129,16.6284,37.200000000000045,156,94,19,0.5,74.0,37.0,234.0,4.87,48.56,1453.0,running
2020-06-12T05:43:45+00:00,-37.783690402284265,145.00189069658518,0.215,16.4592,37.200000000000045,157,95,19,0.0,74.0,37.5,237.0,5.06,48.37,1436.0,running
2020-06-12T05:43:47+00:00,-37.78369124047458,145.00179153867066,0.22374000000000002,16.4592,37.200000000000045,159,94,19,0.0,75.0,37.75,240.0,5.06,48.37,1451.0,running
2020-06-12T05:43:49+00:00,-37.783705573529005,145.0016930513084,0.23253000000000001,16.4268,37.39999999999998,160,94,19,0.0,74.0,37.5,239.0,4.96,48.37,1446.0,running
2020-06-12T05:43:51+00:00,-37.783734407275915,145.00161308795214,0.24015,16.4268,37.60000000000002,161,94,19,0.5,74.0,37.5,239.0,5.06,48.65,1435.0,running
