timestamp,position_lat@deg,position_long@deg,distance@km,enhanced_altitude@m,heart_rate@bpm,temperature@C,enhanced_speed@km/h
2021-07-13T05:10:16+00:00,,,0.0,52.60000000000002,72,29,
2021-07-13T05:10:17+00:00,,,0.0,52.60000000000002,73,29,
2021-07-13T05:10:20+00:00,,,0.0,52.799999999999955,80,29,
2021-07-13T05:10:21+00:00,,,0.0,52.799999999999955,89,29,
2021-07-13T05:10:22+00:00,,,0.0,52.799999999999955,94,29,
2021-07-13T05:10:23+00:00,,,0.0,52.799999999999955,97,29,
2021-07-13T05:10:25+00:00,,,0.0,52.799999999999955,100,29,
2021-07-13T05:10:27+00:00,,,0.0,52.799999999999955,103,29,
2021-07-13T05:10:30+00:00,,,0.0,52.60000000000002,107,29,
2021-07-13T05:10:32+00:00,,,0.0,52.799999999999955,110,29,
2021-07-13T05:10:36+00:00,,,0.0,52.799999999999955,113,29,
2021-07-13T05:10:39+00:00,-37.84684485755861,145.114124128595,0.00028000000000000003,52.799999999999955,113,29,0.0
2021-07-13T05:10:42+00:00,-37.846929179504514,145.11388557963073,0.00028000000000000003,52.799999999999955,113,29,9.9108
2021-07-13T05:10:43+00:00,-37.84694510512054,145.11383143253624,0.00519,52.799999999999955,113,29,10.548
2021-07-13T05:10:45+00:00,-37.846942422911525,145.1137929596007,0.00858,52.60000000000002,113,29,13.068
2021-07-13T05:10:47+00:00,-37.8469523973763,145.11378650553524,0.00977,52.39999999999998,112,29,13.068
2021-07-13T05:10:50+00:00,-37.84689984284341,145.113614089787,0.02578,51.200000000000045,112,29,15.2496
2021-07-13T05:10:51+00:00,-37.846852568909526,145.11356907896698,0.03128,51.200000000000045,111,29,15.886800000000001
2021-07-13T05:10:55+00:00,-37.846767995506525,145.11349163018167,0.04238,50.799999999999955,108,28,12.06
2021-07-13T05:10:57+00:00,-37.84670085646212,145.11347210034728,0.04987,50.60000000000002,107,28,12.06
2021-07-13T05:11:03+00:00,,,0.05439,50.799999999999955,105,28,
2021-07-13T05:11:07+00:00,,,0.05439,50.39999999999998,105,28,
2021-07-13T05:11:13+00:00,-37.845744313672185,145.11368240229785,0.15741999999999998,50.60000000000002,106,28,0.0
